team,side,position,depth_rank,name,class_year,jersey,ourlads_id
Texas A&M Aggies,offense,WR-Z,2,Jerome Myles,RS-FR,80,175830
Texas A&M Aggies,offense,WR-Z,3,Madden Williams,FR,17,179815
Texas A&M Aggies,offense,WR-SL,1,Mario Craver,JR/TR,1,169215
Texas A&M Aggies,offense,WR-SL,2,Terry Bussey,JR,6,168750
Texas A&M Aggies,offense,WR-SL,3,Kelshaun Johnson,RS-FR,11,175811
Texas A&M Aggies,offense,LT,1,Tyree Adams,RS-JR/TR,71,162923
Texas A&M Aggies,offense,LT,2,Lamont Rogers,RS-FR,79,175823
Texas A&M Aggies,offense,LG,1,Coen Echols,RS-SO/TR,78,168998
Texas A&M Aggies,offense,LG,2,Blake Ivy,RS-SO,52,168754
Texas A&M Aggies,offense,LG,3,Isendre Ahfua,RS-SO,50,172600
Texas A&M Aggies,offense,C,1,Mark Nabou Jr.,RS-SR,54,157800
Texas A&M Aggies,offense,C,2,Ashton Funk,RS-SO,73,168753
Texas A&M Aggies,offense,RG,1,Trovon Baugh,SR/TR,76,165661
Texas A&M Aggies,offense,RG,2,Tyler Thomas,RS-FR,77,175827
Texas A&M Aggies,offense,RT,1,Wilkin Formby,RS-JR/TR,75,161393
Texas A&M Aggies,offense,RT,2,Robert Bourdon,RS-SO,70,168749
Texas A&M Aggies,offense,TE,1,Micah Riley,RS-SR/TR,88,153175
Texas A&M Aggies,offense,TE,2,Houston Thomas,RS-SR/TR,87,156648
Texas A&M Aggies,offense,TE,3,Richie Anderson,RS-JR/TR,84,163306
Texas A&M Aggies,offense,TE,4,Kiotti Armstrong,RS-FR,9,175804
Texas A&M Aggies,offense,QB,1,Marcel Reed,RS-JR,10,160831
Texas A&M Aggies,offense,QB,2,Brady Hart,RS-FR,13,175809
Texas A&M Aggies,offense,QB,3,Helaman Casuga,FR,16,179795
Texas A&M Aggies,offense,RB,1,Rueben Owens II,RS-JR,4,160829
Texas A&M Aggies,offense,RB,2,Jamarion Morrow,SO,2,175815
Texas A&M Aggies,offense,RB,3,Tiger Riden Jr.,RS-FR,5,175820
Texas A&M Aggies,offense,RB,4,KJ Edwards,FR,0,179797
Texas A&M Aggies,offense,RB,5,Carsyn Baker,FR,22,179792
Texas A&M Aggies,defense,DE,1,Anto Saka,RS-SR/TR,14,156807
Texas A&M Aggies,defense,DE,2,T.J. Searcy,SR/TR,18,162435
Texas A&M Aggies,defense,DE,3,Ryan Henderson,RS-SR/TR,17,158379
Texas A&M Aggies,defense,NT,1,CJ Mims,RS-SR/TR,92,157667
Texas A&M Aggies,defense,NT,2,Angelo McCullom,JR/TR,94,168941
Texas A&M Aggies,defense,NT,3,Brandon Davis-Swain,RS-SO/TR,11,169387
Texas A&M Aggies,defense,DT,1,DJ Hicks,SR,5,160826
Texas A&M Aggies,defense,DT,2,Landon Rink,SO,99,175822
Texas A&M Aggies,defense,DT,3,DJ Sanders,RS-FR,88,175824
Texas A&M Aggies,defense,JACK,1,Marco Jones,SO,10,175828
Texas A&M Aggies,defense,JACK,2,Sam M'Pemba,RS-JR/TR,15,160005
Texas A&M Aggies,defense,JACK,3,Bryce Perry-Wright,FR,16,179809
Texas A&M Aggies,defense,WLB,1,Daymion Sanford,SR,27,160833
Texas A&M Aggies,defense,WLB,2,Noah Mikhail,SO,0,175813
Texas A&M Aggies,defense,WLB,3,TJ Smith,JR/TR,30,179790
Texas A&M Aggies,defense,MLB,1,Ray Coney,SR/TR,21,176297
Texas A&M Aggies,defense,MLB,2,Jordan Lockhart,JR,54,168758
Texas A&M Aggies,defense,LCB,1,Dezz Ricks,RS-JR/TR,2,168765
Texas A&M Aggies,defense,LCB,2,Adonyss Currie,RS-FR,20,175807
Texas A&M Aggies,defense,SS,1,Dalton Brooks,SR,7,160825
Texas A&M Aggies,defense,SS,2,Tawfiq Byard,RS-JR/TR,4,164061
Texas A&M Aggies,defense,FS,1,Marcus Ratcliffe,SR/TR,3,168769
Texas A&M Aggies,defense,FS,2,Myles Davis,JR,13,168763
Texas A&M Aggies,defense,FS,3,Tom Tom Johnson Jr.,RS-FR,22,175810
Texas A&M Aggies,defense,RCB,1,Julio Humphrey,RS-SR/TR,6,167889
Texas A&M Aggies,defense,RCB,2,Rickey Gibson III,RS-JR/TR,9,160798
Texas A&M Aggies,defense,NB,1,Jordan Shaw,RS-JR/TR,8,168117
Texas A&M Aggies,defense,NB,2,Bryce Anderson,RS-JR,1,153030
Texas A&M Aggies,defense,NB,3,Bravion Rogers,SR,19,160832
Texas A&M Aggies,special_teams,PT,1,Tyler White,RS-JR,37,160840
Texas A&M Aggies,special_teams,PT,2,Jared White,RS-JR/TR,38,78939
Texas A&M Aggies,special_teams,PT,3,Alex Abbott,RS-SO/TR,95,171407
Texas A&M Aggies,special_teams,PK,1,David Olano,SR/TR,24,160766
Texas A&M Aggies,special_teams,PK,2,Colton Chmelar,RS-FR,83,177694
Texas A&M Aggies,special_teams,KO,1,David Olano,SR/TR,24,160766
Texas A&M Aggies,special_teams,KO,2,Colton Chmelar,RS-FR,83,177694
Texas A&M Aggies,special_teams,LS,1,Shea Freibaum,RS-JR/TR,31,162359
Texas A&M Aggies,special_teams,LS,2,Boomer Graham,RS-SO,42,172608
Texas A&M Aggies,special_teams,H,1,Tyler White,RS-JR,37,160840
Texas A&M Aggies,special_teams,H,2,Jared White,RS-JR/TR,38,78939
Texas A&M Aggies,special_teams,H,3,Alex Abbott,RS-SO/TR,95,171407
Texas A&M Aggies,special_teams,PR,1,Terry Bussey,JR,6,168750
Texas A&M Aggies,special_teams,KR,1,Terry Bussey,JR,6,168750
Texas A&M Aggies,special_teams,KR,2,Jamarion Morrow,SO,2,175815
Texas A&M Aggies,special_teams,KR,3,Rueben Owens II,RS-JR,4,160829
Texas State Bobcats,offense,WR-X,1,Beau Sparks,SR/TR,11,168535
Texas State Bobcats,offense,WR-X,2,Jordan Martin,RS-SO,14,172573
Texas State Bobcats,offense,WR-Z,1,Chris Dawn Jr.,SR,1,164233
Texas State Bobcats,offense,WR-Z,2,Tucker Cusano,RS-FR,13,178089
Texas State Bobcats,offense,WR-SL,1,Kylen Evans,RS-SO,2,168532
Texas State Bobcats,offense,WR-SL,2,Zechariah Sample,RS-SO/TR,3,169105
Texas State Bobcats,offense,LT,1,William Boone,RS-JR/TR,71,174215
Texas State Bobcats,offense,LT,2,Bamidele Badusi,RS-JR,77,164230
Texas State Bobcats,offense,LT,3,Alan Grimme,RS-JR/TR,79,175958
Texas State Bobcats,offense,LG,1,Jaylen Early,RS-SR/TR,50,155818
Texas State Bobcats,offense,LG,2,Tyler Norris,RS-SO,54,172575
Texas State Bobcats,offense,C,1,Ameer Ross,RS-FR,70,178101
Texas State Bobcats,offense,C,2,Etueni Ropati,RS-JR/TR,55,178100
Texas State Bobcats,offense,RG,1,Justin DeLeon,RS-JR,66,164234
Texas State Bobcats,offense,RG,2,Rasheed Jackson,RS-JR/TR,75,174609
Texas State Bobcats,offense,RG,3,Aidin Rhodes,RS-JR,58,166655
Texas State Bobcats,offense,RT,1,Sully Burns,RS-SR/TR,68,154459
Texas State Bobcats,offense,RT,2,Cameron Schultz,RS-JR/TR,53,175966
Texas State Bobcats,offense,RT,3,Amari Smith,RS-JR/TR,78,165280
Texas State Bobcats,offense,TE,1,Blake Smith,RS-SR/TR,16,168546
Texas State Bobcats,offense,TE,2,Ty Stamey,RS-JR/TR,18,167201
Texas State Bobcats,offense,TE,3,Jake Simpson,RS-JR,88,164244
Texas State Bobcats,offense,QB,1,Brad Jackson,RS-SO,8,168533
Texas State Bobcats,offense,QB,2,Shaker Reisig,RS-FR/TR,10,174776
Texas State Bobcats,offense,RB,1,Greg Burrell,JR/TR,9,170186
Texas State Bobcats,offense,RB,2,Torrance Burgess Jr.,RS-SR/TR,4,168523
Texas State Bobcats,offense,RB,3,Jaylen Jenkins,RS-SR/TR,5,168527
Texas State Bobcats,defense,LDE,1,Phillip Bradford,RS-SR/TR,44,180722
Texas State Bobcats,defense,LDE,2,Ta'Derius Collins,RS-JR/TR,13,164458
Texas State Bobcats,defense,LDE,3,Mekhi Buchanan,RS-JR/TR,38,165922
Texas State Bobcats,defense,LDT,1,Kaleb James,RS-JR/TR,99,160662
Texas State Bobcats,defense,LDT,2,Chancellor Owens,RS-JR/TR,90,174162
Texas State Bobcats,defense,LDT,3,J.P. Deeter,RS-SR/TR,91,79463
Texas State Bobcats,defense,RDT,1,Bryce Carter,RS-SR/TR,96,150717
Texas State Bobcats,defense,RDT,2,Tae Woody,RS-SR/TR,4,163984
Texas State Bobcats,defense,RDE,1,DonTerry Russell,RS-SR/TR,5,157369
Texas State Bobcats,defense,RDE,2,Jo'Laison Landry,RS-JR,6,164238
Texas State Bobcats,defense,RDE,3,Jason Patterson,SR/TR,30,180731
Texas State Bobcats,defense,WLB,1,Ayden Jones,RS-JR/TR,15,175968
Texas State Bobcats,defense,WLB,2,Javante Mackey,RS-SR/TR,12,79215
Texas State Bobcats,defense,WLB,3,Tice Williams,RS-SO,28,172570
Texas State Bobcats,defense,MLB,1,Terrence Cooks II,RS-SR/TR,16,154013
Texas State Bobcats,defense,MLB,2,Cole Nilles,JR/TR,10,175963
Texas State Bobcats,defense,MLB,3,Jordan Sample,RS-JR/TR,21,163840
Texas State Bobcats,defense,LCB,1,Craig Royal Jr.,SR/TR,3,175965
Texas State Bobcats,defense,LCB,2,Jayden Lawton,RS-SR/TR,0,72765
Texas State Bobcats,defense,LCB,3,Trez Moore,RS-SR/TR,2,168537
Texas State Bobcats,defense,SS,1,Will Mitchell II,RS-SO,22,172574
Texas State Bobcats,defense,SS,2,Amarion Atwood,RS-JR,1,164229
Texas State Bobcats,defense,FS,1,Ryan Nolan,SR/TR,7,168545
Texas State Bobcats,defense,FS,2,Chase Davis,RS-JR/TR,26,165605
Texas State Bobcats,defense,RCB,1,Dexter Ricks Jr.,RS-SR/TR,24,154040
Texas State Bobcats,defense,RCB,2,Christopher Jones,RS-SO,17,172572
Texas State Bobcats,defense,RCB,3,Cordarian Powell,RS-FR,8,178098
Texas State Bobcats,defense,NB,1,Michael Patterson,RS-JR/TR,,165111
Texas State Bobcats,defense,NB,2,Malik Willis,RS-JR/TR,20,175970
Texas State Bobcats,defense,NB,3,Greg Gipson Jr.,RS-FR,29,178092
Texas State Bobcats,special_teams,PT,1,Thomas Flintoff,FR,,180725
Texas State Bobcats,special_teams,PK,1,Dylan Cunanan,JR/TR,41,173122
Texas State Bobcats,special_teams,PK,2,Michael James,RS-SR/TR,43,71876
Texas State Bobcats,special_teams,PK,3,Jacob Bonilla,RS-SO/TR,38,178086
Texas State Bobcats,special_teams,KO,1,Michael James,RS-SR/TR,43,71876
Texas State Bobcats,special_teams,KO,2,Jacob Bonilla,RS-SO/TR,38,178086
Texas State Bobcats,special_teams,LS,1,Darian Snell,RS-SO,51,172567
Texas State Bobcats,special_teams,H,1,Thomas Flintoff,FR,,180725
Texas State Bobcats,special_teams,PR,1,Beau Sparks,SR/TR,11,168535
Texas State Bobcats,special_teams,KR,1,Jaylen Jenkins,RS-SR/TR,5,168527
Texas Tech Red Raiders,offense,WR-X,1,Micah Hudson,JR,1,168802
Texas Tech Red Raiders,offense,WR-X,2,Donte Lee Jr.,RS-SR/TR,9,168424
Texas Tech Red Raiders,offense,WR-X,3,Leyton Stone,SO,17,174724
Texas Tech Red Raiders,offense,WR-Z,1,Kenny Johnson,SR/TR,4,164516
Texas Tech Red Raiders,offense,WR-Z,2,Malcolm Simmons,JR/TR,11,170631
Texas Tech Red Raiders,offense,WR-Z,3,Bryson Jones,SO,14,174719
Texas Tech Red Raiders,offense,WR-SL,1,Coy Eakin,RS-SR,3,156511
Texas Tech Red Raiders,offense,WR-SL,2,Jalen Jones,RS-JR/TR,6,180632
Texas Tech Red Raiders,offense,WR-SL,3,Tristian Gentry,SO,21,174712
Texas Tech Red Raiders,offense,LT,1,Howard Sampson,RS-SR/TR,79,168480
Texas Tech Red Raiders,offense,LT,2,Felix Ojo,FR,51,180625
Texas Tech Red Raiders,offense,LT,3,Elias Gillen,RS-FR,77,174713
Texas Tech Red Raiders,offense,LG,1,Hunter Zambrano,RS-SR/TR,57,173607
Texas Tech Red Raiders,offense,LG,2,D'Anthis Upshaw Jr.,RS-SO,65,171496
Texas Tech Red Raiders,offense,LG,3,Connor Carty,RS-FR,61,174711
Texas Tech Red Raiders,offense,C,1,Sheridan Wilson,RS-SR,72,156525
Texas Tech Red Raiders,offense,C,2,Cash Cleveland,JR/TR,52,169385
Texas Tech Red Raiders,offense,C,3,Patrick McMath,RS-FR,50,174723
Texas Tech Red Raiders,offense,RG,1,Jordan Church,RS-JR/TR,54,160878
Texas Tech Red Raiders,offense,RG,2,Holton Hendrix,RS-SO,53,168800
Texas Tech Red Raiders,offense,RG,3,Daniel Sill,RS-JR,74,161367
Texas Tech Red Raiders,offense,RT,1,Jacob Ponton,RS-SO,70,168808
Texas Tech Red Raiders,offense,RT,2,Ellis Davis,RS-SO,78,171492
Texas Tech Red Raiders,offense,RT,3,Bryce Gilmore,FR,71,180616
Texas Tech Red Raiders,offense,TE,1,Terrance Carter Jr.,RS-SR/TR,7,155881
Texas Tech Red Raiders,offense,TE,2,Jett Carpenter,RS-SR/TR,85,175733
Texas Tech Red Raiders,offense,TE,3,Jason Llewellyn,RS-SR/TR,89,168789
Texas Tech Red Raiders,offense,QB,1,Will Hammond,RS-SO,15,168799
Texas Tech Red Raiders,offense,QB,2,Tommy Castellanos,SR/TR,,163453
Texas Tech Red Raiders,offense,QB,3,Lloyd Jones III,RS-FR,10,174718
Texas Tech Red Raiders,offense,QB,4,Kirk Francis,RS-JR/TR,18,163992
Texas Tech Red Raiders,offense,RB,1,Cameron Dickey,JR,8,168798
Texas Tech Red Raiders,offense,RB,2,J'Koby Williams,JR,20,171497
Texas Tech Red Raiders,offense,RB,3,Quinten Joyner,RS-JR/TR,0,160452
Texas Tech Red Raiders,defense,LDE,1,Trey White,RS-SR/TR,2,158376
Texas Tech Red Raiders,defense,LDE,2,Ansel Nedore,RS-JR,33,161357
Texas Tech Red Raiders,defense,LDE,3,Charles Anderson Jr.,RS-SO,97,171491
Texas Tech Red Raiders,defense,NT,1,Bryce Butler,RS-SR/TR,92,168135
Texas Tech Red Raiders,defense,NT,2,A.J. Holmes Jr.,RS-SR/TR,10,156977
Texas Tech Red Raiders,defense,NT,3,Keyshawn Williams,RS-SO,96,171498
Texas Tech Red Raiders,defense,DT,1,Mateen Ibirogba,RS-SR/TR,98,168582
Texas Tech Red Raiders,defense,DT,2,Julien Laventure,RS-SR/TR,1,177666
Texas Tech Red Raiders,defense,DT,3,Jojo Johnson,RS-JR/TR,99,160243
Texas Tech Red Raiders,defense,RDE,1,Adam Trick,RS-SR/TR,20,158512
Texas Tech Red Raiders,defense,RDE,2,Jamond Mathis,RS-JR/TR,8,176012
Texas Tech Red Raiders,defense,WLB,1,Austin Romaine,SR/TR,15,161862
Texas Tech Red Raiders,defense,WLB,2,Corey Platt Jr.,RS-SR/TR,9,168633
Texas Tech Red Raiders,defense,WLB,3,Wesley Smith,RS-SR,40,156524
Texas Tech Red Raiders,defense,MLB,1,Ben Roberts,RS-SR,13,156526
Texas Tech Red Raiders,defense,MLB,2,Brock Golwas,SO,11,174714
Texas Tech Red Raiders,defense,MLB,3,Adam Hill,RS-SO,35,171500
Texas Tech Red Raiders,defense,STAR,1,John Curry,RS-JR,6,161348
Texas Tech Red Raiders,defense,STAR,2,Marcus Ramon-Edwards,RS-JR,22,161358
Texas Tech Red Raiders,defense,STAR,3,Miquel Dingle Jr.,RS-JR,21,161350
Texas Tech Red Raiders,defense,LCB,1,Brice Pollock,SR/TR,14,165273
Texas Tech Red Raiders,defense,LCB,2,Ashton Hampton,RS-SO,16,171499
Texas Tech Red Raiders,defense,LCB,3,Tarrion Grant,RS-SO/TR,12,171009
Texas Tech Red Raiders,defense,SS,1,Malik Esquerra,RS-SO,24,170479
Texas Tech Red Raiders,defense,SS,2,Oliver Miles III,RS-SO,5,170478
Texas Tech Red Raiders,defense,FS,1,Brenden Jordan,SR,7,161353
Texas Tech Red Raiders,defense,FS,2,Peyton Morgan,RS-SO,3,170477
Texas Tech Red Raiders,defense,RCB,1,Amier Boyd,RS-SR/TR,27,157730
Texas Tech Red Raiders,defense,RCB,2,Davin Martin,RS-JR/TR,4,166558
Texas Tech Red Raiders,special_teams,PT,1,Will Karoll,SR/TR,49,166858
Texas Tech Red Raiders,special_teams,PT,2,Ian Hershey,RS-SR/TR,37,166638
Texas Tech Red Raiders,special_teams,PK,1,Stone Harrington,RS-SR,48,167490
Texas Tech Red Raiders,special_teams,PK,2,Jacob Hand,RS-JR/TR,39,180617
Texas Tech Red Raiders,special_teams,PK,3,Ian Hershey,RS-SR/TR,37,166638
Texas Tech Red Raiders,special_teams,KO,1,Stone Harrington,RS-SR,48,167490
Texas Tech Red Raiders,special_teams,KO,2,Jacob Hand,RS-JR/TR,39,180617
Texas Tech Red Raiders,special_teams,KO,3,Ian Hershey,RS-SR/TR,37,166638
Texas Tech Red Raiders,special_teams,LS,1,Rylan Vagana,RS-SO,47,168811
Texas Tech Red Raiders,special_teams,LS,2,Jason Llewellyn,RS-SR/TR,89,168789
Texas Tech Red Raiders,special_teams,H,1,Will Karoll,SR/TR,49,166858
Texas Tech Red Raiders,special_teams,H,2,Ian Hershey,RS-SR/TR,37,166638
Texas Tech Red Raiders,special_teams,PR,1,Kenny Johnson,SR/TR,4,164516
Texas Tech Red Raiders,special_teams,PR,2,Malcolm Simmons,JR/TR,11,170631
Texas Tech Red Raiders,special_teams,PR,3,J'Koby Williams,JR,20,171497
Texas Tech Red Raiders,special_teams,KR,1,J'Koby Williams,JR,20,171497
Texas Tech Red Raiders,special_teams,KR,2,Kenny Johnson,SR/TR,4,164516
Texas Tech Red Raiders,special_teams,KR,3,Micah Hudson,JR,1,168802
Toledo Rockets,offense,WR-X,1,Adjatay Dabbs,RS-JR/TR,3,182224
Toledo Rockets,offense,WR-X,2,Terrell Crosby Jr.,RS-SR/TR,5,78635
Toledo Rockets,offense,WR-X,3,Tashi Braceful,RS-SO,14,170400
Toledo Rockets,offense,WR-X,4,Daryl Barnett Jr.,RS-SO,19,173120
Toledo Rockets,offense,WR-Z,1,Anthony Simpson,RS-SR/TR,85,163082
Toledo Rockets,offense,WR-Z,2,Kalvin Gilbert Jr.,JR/TR,9,182227
Toledo Rockets,offense,WR-Z,3,Thomas Zsiros,RS-SR,84,151757
Toledo Rockets,offense,WR-Z,4,Omar Mims Jr.,RS-FR,83,178042
Toledo Rockets,offense,WR-SL,1,Rico Bond,RS-SO/TR,1,182220
Toledo Rockets,offense,WR-SL,2,Trenton Jones,RS-FR/TR,2,182230
Toledo Rockets,offense,WR-SL,3,Cooper Rusk,RS-SR,13,159280
Toledo Rockets,offense,WR-SL,4,Bryson Hammer,RS-JR,12,166995
Toledo Rockets,offense,LT,1,Stephen Gales,RS-SR,65,159274
Toledo Rockets,offense,LT,2,Dylan Senda,RS-JR/TR,78,165624
Toledo Rockets,offense,LG,1,Nick Thomas,RS-SR/TR,70,150832
Toledo Rockets,offense,LG,2,Jonathan Harder,RS-SR/TR,73,153629
Toledo Rockets,offense,LG,3,Christian Medlock,RS-JR/TR,62,167327
Toledo Rockets,offense,C,1,Luke Rector,RS-JR/TR,50,182239
Toledo Rockets,offense,C,2,Dominic Johnson,RS-SO/TR,69,172444
Toledo Rockets,offense,RG,1,Ahmad Carwise,RS-SO/TR,74,182222
Toledo Rockets,offense,RG,2,Grant Zimmerly,RS-JR,63,164341
Toledo Rockets,offense,RG,3,Jacob Kropchak,RS-SO,56,173128
Toledo Rockets,offense,RT,1,Ibrahim Traore,RS-SR/TR,55,79732
Toledo Rockets,offense,RT,2,Matt Hofer,RS-SO,71,170404
Toledo Rockets,offense,TE,1,Jacob Newell,RS-SR/TR,88,164706
Toledo Rockets,offense,TE,2,Peyton Strickland,SR/TR,80,182244
Toledo Rockets,offense,TE,3,Ethan Malafa,RS-SR/TR,81,182231
Toledo Rockets,offense,TE,4,Sam Lee,RS-SR/TR,43,170414
Toledo Rockets,offense,QB,1,John Alan Richter,RS-SR,6,155373
Toledo Rockets,offense,QB,2,Khamoni Robinson,RS-JR/TR,7,182240
Toledo Rockets,offense,QB,3,Walter Moses,RS-FR,11,174921
Toledo Rockets,offense,QB,4,Jake DeHaan,RS-JR,13,166992
Toledo Rockets,offense,RB,1,CJ Miller,RS-SR/TR,22,182250
Toledo Rockets,offense,RB,2,Corey Smith,RS-SO/TR,20,170648
Toledo Rockets,offense,RB,3,Connor Walendzak,SR,24,162690
Toledo Rockets,offense,RB,4,Autavius Ison,RS-JR/TR,4,182229
Toledo Rockets,offense,RB,5,Noah Sanders,RS-FR,23,178047
Toledo Rockets,defense,LDE,1,Andrew Zock,JR/TR,0,182248
Toledo Rockets,defense,LDE,2,Zach Johnson,SO/TR,90,175155
Toledo Rockets,defense,LDE,3,Brian Stovall Jr.,FR,97,182243
Toledo Rockets,defense,LDE,4,Josh Lee,RS-SR/TR,85,170413
Toledo Rockets,defense,LDT,1,Caden Camese,RS-SR/TR,99,182221
Toledo Rockets,defense,LDT,2,Lucas Lambert-Pipkin,JR/TR,52,178041
Toledo Rockets,defense,LDT,3,Jordin Farrow,RS-FR,48,174917
Toledo Rockets,defense,LDT,4,Laith Shamma,RS-JR,91,164337
Toledo Rockets,defense,RDT,1,Nathaniel Chandler,RS-JR/TR,96,178038
Toledo Rockets,defense,RDT,2,Leonard Sharp,RS-SR/TR,93,182242
Toledo Rockets,defense,RDT,3,Cam Gwinn,RS-FR,41,170420
Toledo Rockets,defense,RDT,4,Wayne Peart II,RS-SO,95,170410
Toledo Rockets,defense,RDE,1,Ezra Odinjor,RS-JR/TR,2,79308
Toledo Rockets,defense,RDE,2,Ben Sahakian,RS-SR/TR,21,182251
Toledo Rockets,defense,RDE,3,Tommy Huss,RS-JR,92,166997
Toledo Rockets,defense,WLB,1,Isaac Prince,RS-SR/TR,19,182237
Toledo Rockets,defense,WLB,2,Kari Jackson,RS-SO/TR,13,167673
Toledo Rockets,defense,WLB,3,Damon Ollison II,RS-SR,5,151748
Toledo Rockets,defense,WLB,4,Maddox Arnold,RS-FR,31,178037
Toledo Rockets,defense,MLB,1,Langston Long,RS-SR/TR,6,79569
Toledo Rockets,defense,MLB,2,Julian Fox,RS-JR/TR,10,182226
Toledo Rockets,defense,MLB,3,Isaac Zay,RS-SO,44,173132
Toledo Rockets,defense,MLB,4,Sam Smith Jr.,RS-JR,28,162689
Toledo Rockets,defense,LCB,1,Cam Jones,JR/TR,1,182249
Toledo Rockets,defense,LCB,2,LaDavion Osborn,SR/TR,21,182234
Toledo Rockets,defense,LCB,3,Tyrell Russell,RS-FR,25,178046
Toledo Rockets,defense,SS,1,Kaleb Hutchinson,RS-SR/TR,17,79200
Toledo Rockets,defense,SS,2,Armorion Smith,RS-SR/TR,7,165546
Toledo Rockets,defense,SS,3,Tyler Hackenbracht,RS-FR,26,174919
Toledo Rockets,defense,FS,1,Nicholas Thompson,RS-JR,22,164339
Toledo Rockets,defense,FS,2,Dylan Hohler,RS-JR,39,166996
Toledo Rockets,defense,RCB,1,KJ Thomas,SO/TR,8,182245
Toledo Rockets,defense,RCB,2,Israel Petite,RS-SO/TR,23,182236
Toledo Rockets,defense,RCB,3,Hyajah Miller,RS-SO,11,170408
Toledo Rockets,defense,NB,1,Donovan Watkins,JR/TR,4,182247
Toledo Rockets,defense,NB,2,Mo Conteh,RS-SR/TR,12,182223
Toledo Rockets,special_teams,PT,1,Emilio Duran,SR,36,164333
Toledo Rockets,special_teams,PT,2,Anthony Ruggles,RS-FR,39,178045
Toledo Rockets,special_teams,PT,3,Markus Meincke,RS-SO/TR,47,182232
Toledo Rockets,special_teams,PK,1,Reice Griffith,SR/TR,93,182228
Toledo Rockets,special_teams,PK,2,Anthony Ruggles,RS-FR,39,178045
Toledo Rockets,special_teams,KO,1,Reice Griffith,SR/TR,93,182228
Toledo Rockets,special_teams,KO,2,Anthony Ruggles,RS-FR,39,178045
Toledo Rockets,special_teams,LS,1,Max Allen,RS-FR/TR,49,182219
Toledo Rockets,special_teams,H,1,Emilio Duran,SR,36,164333
Toledo Rockets,special_teams,PR,1,Bryson Hammer,RS-JR,12,166995
Toledo Rockets,special_teams,PR,2,Rico Bond,RS-SO/TR,1,182220
Toledo Rockets,special_teams,KR,1,Bryson Hammer,RS-JR,12,166995
Toledo Rockets,special_teams,KR,2,Corey Smith,RS-SO/TR,20,170648
Troy Trojans,offense,WR-X,1,Noreel White,RS-SO/TR,4,167966
Troy Trojans,offense,WR-X,2,Kristian Tate,RS-JR/TR,7,175550
Troy Trojans,offense,WR-X,3,Ky McNulty,RS-SO,13,170261
Troy Trojans,offense,WR-Z,1,Howard Kinchen,SR/TR,18,183027
Troy Trojans,offense,WR-Z,2,TK Keyes,RS-SO/TR,8,172222
Troy Trojans,offense,WR-H,1,Mojo Dortch,RS-SR/TR,5,163781
Troy Trojans,offense,WR-H,2,Jywon Boyd,RS-SO,2,172227
Troy Trojans,offense,LT,1,Darion Rivers,RS-JR/TR,77,160580
Troy Trojans,offense,LT,2,Tra'jon Townsend,JR/TR,74,178158
Troy Trojans,offense,LG,1,Elijah Prather,RS-JR,58,164170
Troy Trojans,offense,LG,2,Patrick Screws Jr.,RS-JR/TR,72,160903
Troy Trojans,offense,C,1,Tyler Cappi,RS-SR,65,157852
Troy Trojans,offense,C,2,Tyler Bell,RS-JR,73,164178
Troy Trojans,offense,RG,1,Luke Petit,RS-SR/TR,51,183041
Troy Trojans,offense,RT,1,Jordon Jones,RS-SR/TR,55,156196
Troy Trojans,offense,RT,2,Caleb Ash,RS-SO,54,172260
Troy Trojans,offense,TE,1,Jackson Worley,RS-JR,88,164176
Troy Trojans,offense,TE,2,Fabian Rogosch,RS-SR,85,79212
Troy Trojans,offense,QB,1,Goose Crowder,RS-SR/TR,9,162704
Troy Trojans,offense,QB,2,Tucker Kilcrease,RS-SR,10,156551
Troy Trojans,offense,QB,3,Rodge Waldrop,RS-SO/TR,11,172431
Troy Trojans,offense,RB,1,Jordan Lovett,RS-JR,1,164177
Troy Trojans,offense,RB,2,Gavin Griffin,JR/TR,0,183022
Troy Trojans,offense,RB,3,Jaheim Merriweather,JR/TR,3,167845
Troy Trojans,offense,RB,4,Bryce Burgess,JR/TR,22,183013
Troy Trojans,offense,RB,5,Dennis Palmer,RS-SO/TR,25,178153
Troy Trojans,defense,DE,1,Kavion Henderson,RS-SO/TR,25,168063
Troy Trojans,defense,DE,2,Makel Green,RS-FR,41,175546
Troy Trojans,defense,NT,1,Ty Clemons,RS-SR/TR,11,150831
Troy Trojans,defense,NT,2,RaKeem Davis,JR/TR,93,183016
Troy Trojans,defense,NT,3,Miquon Merriweather,SR/TR,95,164598
Troy Trojans,defense,DT,1,Kam Curry,SR/TR,0,172249
Troy Trojans,defense,DT,2,Will Norman,RS-SR/TR,88,78680
Troy Trojans,defense,DT,3,Jermaine Paramore,RS-SO,69,172255
Troy Trojans,defense,BAN,1,Donnie Smith,SR/TR,22,175549
Troy Trojans,defense,BAN,2,Lonnie Smith,JR/TR,5,183042
Troy Trojans,defense,WLB,1,Luke Hodge,RS-SR,44,156548
Troy Trojans,defense,WLB,2,Keno Jones,SR/TR,15,183025
Troy Trojans,defense,WLB,3,Keyshawn Campbell,RS-JR,20,80419
Troy Trojans,defense,MLB,1,Bryce Steele,RS-SR/TR,2,148321
Troy Trojans,defense,MLB,2,TJ Thompson,RS-SR/TR,4,162714
Troy Trojans,defense,SPEAR,1,Doug Nelson,JR/TR,3,183030
Troy Trojans,defense,SPEAR,2,Jordan Perry,RS-SR/TR,18,79035
