player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Chris Jimerson Jr.,198991,QB,N TEXAS,1,100.0,1,1,5.0,1.5,0,0,0.0,0.0,0,0,0,100.0,1,1,-0.65,0,251,70.5,53.8,60.4,55.4,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ryan Huff,199073,QB,DOMINION,1,100.0,1,1,31.0,2.8,0,0,0.0,0.0,0,0,0,100.0,1,1,-3.18,0,263,60.3,78.7,77.9,,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tanner Vibabul,217880,QB,JAMES MAD,1,100.0,1,1,16.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0.82,1,197,60.3,74.0,72.6,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Tama Amisone,199154,WR,S JOSE ST,1,0.0,1,1,14.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,-0.86,0,285,62.4,44.6,48.5,,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Brennan Ridley,189014,WR,BOWL GREEN,1,,0,1,,5.1,0,0,0.0,0.0,0,0,1,,1,0,-1.72,0,122,68.8,57.5,60.0,56.3,0,0,1,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Adam Schobel,199265,QB,TCU,1,0.0,1,1,20.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,-0.62,0,305,63.7,52.1,50.4,60.0,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Walter Moses,199322,QB,TOLEDO,1,100.0,1,1,15.0,2.9,0,0,0.0,100.0,1,0,0,0.0,1,0,5.15,1,316,68.7,79.0,75.4,64.7,0,0,1,0,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,40,40.0
Joshua Brantley,199366,TE,LA TECH,1,100.0,1,1,24.0,3.2,0,0,0.0,100.0,1,0,1,0.0,1,0,1.84,1,208,60.3,83.5,76.6,,0,0,1,0,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0
Husan Longstreet,199411,QB,LSU,1,100.0,1,1,31.0,2.2,0,1,100.0,100.0,1,0,1,0.0,1,0,2.22,1,211,63.7,82.6,88.6,57.8,0,0,1,0,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,33,33.0
Jaden Smith,150262,WR,UTEP,1,100.0,1,1,8.0,4.3,0,0,0.0,100.0,1,0,1,0.0,1,0,0.93,1,330,62.4,62.7,71.7,,0,0,1,0,100.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
AJ Newberry,172623,HB,OREGON ST,1,100.0,1,1,-1.0,2.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1.41,1,265,74.3,57.0,60.6,54.1,0,0,1,1,100.0,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0
Hezekiah Millender,198470,QB,GEORGIA,1,100.0,1,1,-1.0,4.27,0,0,0.0,100.0,1,0,0,0.0,3,0,1.1,3,173,67.7,73.2,60.4,67.6,0,0,3,0,100.0,,118.8,0.0,0,2,0,0,0,0,0.0,17,17.0
Zach Mundell,163208,WR,ARMY,1,100.0,1,1,35.0,3.2,0,1,100.0,100.0,1,0,0,0.0,1,0,2.94,1,114,71.6,93.2,87.4,91.4,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,37,37.0
Brian Salazar,221640,QB,SACRAMENTO,1,100.0,1,1,-1.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,-0.6,0,279,65.9,63.7,61.0,60.1,0,0,1,0,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Easton Messer,163051,WR,FAU,1,,0,1,,3.5,0,0,0.0,0.0,0,0,1,,1,0,-0.75,0,165,27.5,73.4,60.0,,1,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jaylen White,217056,QB,CHARLOTTE,1,100.0,1,1,1.0,1.9,0,0,0.0,100.0,1,0,0,0.0,1,0,0.0,0,136,60.3,61.5,61.0,,0,0,1,0,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0
Kirk Francis,173296,QB,TEXAS TECH,1,,0,1,,8.3,0,0,0.0,0.0,0,0,1,,1,0,-0.44,0,315,60.3,58.9,60.0,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Connor Barry,161286,QB,PENN STATE,1,100.0,1,1,-5.0,1.6,0,0,0.0,100.0,1,0,0,0.0,1,0,-1.79,0,266,65.9,58.8,61.0,58.0,0,0,1,0,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-4,-4.0
Evan Stewart,158674,WR,OREGON,1,0.0,1,1,29.0,2.9,0,0,0.0,0.0,0,0,0,,1,0,-1.2,0,264,75.6,68.4,59.9,59.5,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Elijah Leonard,185512,QB,MO STATE,1,100.0,1,1,2.0,2.3,0,0,0.0,100.0,1,0,1,0.0,1,0,1.22,1,230,67.5,63.7,61.0,60.8,0,0,1,1,100.0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Bowe Bentley,216931,QB,OKLAHOMA,1,0.0,1,1,12.0,3.3,0,0,0.0,0.0,0,0,1,,2,0,-1.36,0,261,61.8,30.9,31.4,,0,0,2,0,0.0,100.0,39.6,50.0,1,0,0,0,0,1,50.0,0,0.0
David Amador II,174085,WR,UTSA,1,100.0,1,1,32.0,3.7,0,0,0.0,100.0,1,0,0,0.0,1,0,4.51,1,331,70.8,60.4,75.7,,0,0,1,0,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,44,44.0
Jamill Williams,167243,WR,JVILLE ST,1,100.0,1,1,15.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1.99,1,196,71.5,78.2,73.1,63.0,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
