player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week
Akheem Mesidor,123427,ED,MIAMI FL,1,1,0,100.0,0,0,220,0,0,72.2,72.7,79.1,64.8,68.7,73.0,0,3,0,0,2.0,0.0,0,0,0,79.2,1,0,0,0,0,4,55,55,0,0,51,4,0,0,35,16,0,0,0,0,1,3,0,2,2,2.0,14
Kendrick Simpkins,123466,S,BAYLOR,1,0,0,100.0,0,0,118,0,0,54.6,55.8,75.2,59.7,61.8,,0,0,0,0,14.0,,0,0,0,118.8,1,0,0,0,0,6,14,2,0,0,2,0,0,12,1,7,12,0,0,0,1,0,0,14,11,14.0,14
Jason Scott,123549,S,DELAWARE,1,0,0,0.0,0,0,151,0,0,47.8,40.9,71.9,,59.8,21.6,0,0,0,0,,100.0,1,0,0,39.6,0,0,0,2,0,7,9,0,0,0,0,0,5,9,0,2,2,0,0,0,1,0,0,0,0,,14
Ben Blevins,123556,LB,CINCINNATI,1,0,0,,0,0,138,0,0,,61.5,66.0,,60.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,,14
De'Arre McDonald,123572,CB,MIDDLE TN,1,0,0,42.9,0,0,224,0,0,46.3,48.4,77.1,,67.5,78.5,0,0,0,0,8.0,0.0,0,1,2,89.9,3,0,0,1,53,42,59,1,0,0,1,0,1,58,0,17,3,0,3,0,7,0,1,20,2,6.7,14
Justin Wodtly,123586,ED,ARIZONA ST,1,0,1,,0,0,110,0,0,61.2,73.8,79.0,65.2,70.1,59.2,1,2,0,0,,20.0,1,0,0,0.0,0,1,0,0,0,0,59,59,0,8,40,11,0,0,32,27,0,4,4,0,0,4,0,0,0,,14
Luis Medina,123715,DI,TROY,1,0,0,,0,0,318,0,0,,61.2,70.0,60.0,60.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,14
Cam Williams,123730,ED,MICH STATE,1,0,0,,0,0,223,0,0,61.6,66.5,76.1,66.9,60.2,,1,1,0,0,,,0,0,0,0.0,0,0,0,1,0,5,17,16,0,0,16,0,0,1,8,4,0,0,0,0,0,2,0,0,0,,14
Josh Celiscar,123738,DI,USF,1,1,0,,0,0,327,0,0,,62.0,74.4,60.6,61.4,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,30,30,0,18,0,12,0,0,15,15,0,1,0,0,0,1,0,0,0,,14
Jaiden Francois,123745,CB,DUKE,1,1,0,75.0,0,0,154,0,0,76.9,76.1,74.6,64.2,68.5,83.0,0,2,0,0,32.0,0.0,0,1,0,94.8,3,0,0,38,5,43,70,4,0,0,4,0,0,66,4,23,23,5,7,1,4,2,0,29,17,9.7,14
Olasunkonmi Agunloye,123766,DI,FIU,1,0,0,,0,0,166,0,0,,50.6,73.0,61.5,46.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,0,20,0,2,0,0,13,9,0,0,0,0,0,0,0,0,0,,14
Jahmeer Carter,123770,DI,VIRGINIA,1,0,0,,0,0,335,0,0,,65.5,71.2,59.5,65.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,,14
Dave Herard,123779,S,W KENTUCKY,1,3,0,75.0,0,1,346,0,0,34.6,47.7,74.4,59.6,67.8,65.3,0,1,0,0,34.0,12.5,1,0,0,153.1,3,0,0,18,0,11,28,2,0,0,2,0,3,26,1,16,5,1,4,0,4,1,1,47,2,15.7,14
Teagan Wilk,123843,S,E CAROLINA,1,0,0,50.0,0,0,156,0,0,89.0,84.9,76.9,,49.8,39.8,0,0,0,1,24.0,33.3,1,1,0,54.2,1,0,0,10,1,31,39,0,0,0,0,0,23,39,0,8,5,0,2,0,2,0,0,24,10,24.0,14
Jamil Burroughs,123910,DI,MISS STATE,1,0,0,,0,0,227,0,0,60.0,32.8,72.9,56.6,30.9,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,8,7,1,0,0,7,9,0,0,1,0,0,0,0,0,0,,14
Jahquez Robinson,123931,S,AUBURN,1,0,0,0.0,0,0,115,0,0,49.2,43.1,0.0,58.9,62.8,74.8,0,1,0,0,,0.0,0,0,1,39.6,0,0,0,8,0,8,16,0,0,0,0,0,6,16,1,7,2,0,1,0,1,1,0,0,0,,14
Eric Thomas Jr.,123966,ED,SO MISS,1,0,0,,0,0,296,0,0,,63.4,71.2,60.0,62.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,0,2,3,3,0,0,1,7,0,0,0,0,0,0,0,0,0,,14
Jay Hardy,123987,DI,AUBURN,1,0,0,,0,0,115,0,0,60.0,44.8,0.0,55.7,52.1,34.1,0,0,0,0,,20.0,1,0,1,0.0,0,0,0,0,0,0,19,19,0,14,4,1,0,0,10,9,0,3,4,1,0,0,0,0,0,,14
Romello Height,123988,ED,TEXAS TECH,1,0,0,,0,0,315,0,0,,75.6,78.4,72.7,64.4,75.2,0,2,0,0,,,0,0,0,0.0,0,2,0,0,0,0,33,33,0,0,33,0,0,0,26,7,0,2,0,0,0,4,0,0,0,,14
Zykeivous Walker,124007,DI,AUBURN,1,1,0,,0,0,115,0,0,,73.4,73.1,56.2,74.4,74.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,13,2,1,0,0,5,11,0,1,3,0,0,0,0,0,0,,14
Jacobian Guillory II,124097,DI,LSU,1,1,0,,0,0,211,0,0,,62.3,0.0,65.4,67.0,72.1,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,30,30,5,25,0,0,0,0,16,14,0,1,1,0,0,1,0,0,0,,14
Armondous Cooley,124161,DI,TULANE,1,0,0,,0,0,319,0,0,,63.7,73.8,62.0,62.1,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,18,18,8,10,0,0,0,0,12,6,0,0,0,0,0,1,0,0,0,,14
Dominick Hill,124239,S,SO MISS,1,0,0,,0,0,296,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,14
Joey Hunter,124240,CB,MEMPHIS,1,0,0,,0,0,218,1,0,,58.2,68.2,,58.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,6,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,,14
Dominic Bailey,124267,ED,TENNESSEE,1,0,0,,0,0,307,0,0,60.0,60.3,76.8,66.1,53.4,73.8,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,43,42,6,17,15,4,0,1,24,19,0,1,3,0,0,3,0,0,0,,14
Bryson Eason,124276,DI,TENNESSEE,1,1,0,,0,0,307,0,0,,69.0,76.2,63.5,68.3,28.9,1,3,0,0,,25.0,1,0,0,0.0,0,0,0,1,0,0,45,44,3,39,0,2,0,1,23,22,0,1,2,0,0,4,0,0,0,,14
Martavius French,124277,LB,COLORADO,1,1,0,,0,0,143,0,0,63.3,72.6,69.4,,68.0,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,4,7,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,,14
Key Lawrence,124286,S,UCLA,1,0,0,,0,0,324,0,0,66.9,69.4,72.8,,66.9,80.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,9,0,11,20,0,0,0,0,0,10,20,0,9,1,0,3,0,0,0,0,0,0,,14
William Wright,124304,CB,TENNESSEE,1,0,0,,0,0,307,0,0,60.0,60.1,64.5,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,14
Josh Moten,124332,CB,SO MISS,1,0,0,60.0,0,0,296,0,0,59.9,62.0,77.0,,68.3,78.2,0,0,0,0,75.0,0.0,0,2,0,143.8,3,0,0,6,63,41,72,0,0,0,0,0,0,72,0,31,3,0,3,0,5,0,2,99,40,33.0,14
Dallas Walker IV,124342,DI,AUBURN,1,0,0,,0,0,115,0,0,,72.0,74.7,56.0,75.4,72.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,7,18,0,1,0,0,12,14,0,2,2,0,0,0,0,0,0,,14
Mike Wright Jr.,124366,QB,E CAROLINA,1,0,0,,0,0,156,0,0,56.3,56.8,71.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,10,9,13,0,0,0,0,0,1,13,0,4,0,0,0,0,0,0,0,0,0,,14
Jalen Lee,124385,DI,UNLV,1,2,0,,0,0,325,0,0,60.0,59.6,77.0,60.6,57.6,74.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,13,24,0,0,0,0,20,17,0,3,3,0,0,1,0,0,0,,14
Jahari Rogers,124394,CB,COLO STATE,1,0,0,,0,0,144,0,0,64.4,69.2,74.7,,69.3,78.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,25,21,4,54,8,0,0,8,0,0,46,0,50,0,2,3,0,0,0,0,0,0,,14
James Williams,124654,ED,FLORIDA ST,1,1,0,,0,0,167,0,0,60.0,54.5,74.9,61.2,49.3,75.5,1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,17,17,0,0,17,0,0,0,12,5,0,1,1,0,0,2,0,0,0,,14
Jack Tchienchou,124782,S,TULANE,1,1,0,,0,0,319,0,0,60.0,66.0,74.5,,73.5,78.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,18,27,0,0,0,0,0,10,27,0,9,7,2,2,0,0,0,0,0,0,,14
Michael Mack II,125273,CB,OHIO,1,0,0,,0,0,259,0,0,63.4,63.7,68.3,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,4,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,14
Cole Wisniewski,125313,S,TEXAS TECH,1,1,0,100.0,0,0,315,0,0,63.6,64.2,76.4,,61.6,78.8,0,0,0,0,17.0,0.0,0,0,0,118.8,1,0,0,8,0,34,44,0,0,0,0,0,31,44,0,10,5,0,1,0,1,0,0,17,6,17.0,14
Muheem McCargo,125333,S,BALL ST,1,2,0,0.0,0,0,117,0,0,77.0,74.2,75.4,60.0,66.7,84.2,0,1,0,0,,0.0,0,1,0,39.6,0,0,0,20,0,14,36,1,0,0,1,0,9,35,1,21,6,0,5,0,1,1,0,0,0,,14
Demerick Morris,125335,DI,TEMPLE,1,0,0,,0,0,306,0,0,,58.6,76.2,55.0,60.8,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,39,39,5,25,3,6,0,0,16,23,0,0,0,0,0,1,0,0,0,,14
Yessman Green,125356,S,UTEP,1,0,0,33.3,0,0,330,0,0,61.7,55.5,76.2,,43.9,36.8,0,0,0,0,2.0,50.0,2,0,0,42.4,1,0,0,25,1,27,53,0,0,0,0,0,13,53,0,26,14,0,2,0,3,0,0,2,0,2.0,14
Langston Patterson,126465,LB,VANDERBILT,1,2,0,66.7,0,0,333,0,0,47.9,62.0,77.8,58.9,75.9,38.8,0,0,0,0,9.0,25.0,2,0,0,79.9,2,0,0,30,0,11,38,7,0,0,7,0,0,31,11,16,1,1,4,0,3,0,0,16,11,8.0,14
Justin Weaver,126597,CB,ARMY,1,2,0,100.0,0,0,114,0,0,66.1,67.3,77.2,53.5,72.9,80.7,0,0,0,0,36.0,0.0,0,0,0,118.8,1,0,0,3,62,42,66,1,0,0,1,0,0,65,2,22,0,1,3,0,1,0,0,36,23,36.0,14
Donovan Rieman,126620,ED,LA TECH,1,0,0,,0,0,208,0,0,,70.7,73.5,60.4,73.6,73.4,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,21,21,0,5,11,5,0,0,13,8,0,2,1,1,0,1,0,0,0,,14
Avyonne Jones,127249,S,COAST CAR,1,0,0,100.0,0,0,141,0,0,51.8,48.7,73.1,,51.0,28.5,0,0,0,0,7.0,50.0,1,0,0,95.8,1,0,0,9,0,7,13,1,0,0,1,0,1,12,0,6,2,0,1,0,1,0,0,7,3,7.0,14
Devin Robinson,127648,CB,TULSA,1,3,0,50.0,0,0,320,0,0,77.0,78.6,79.7,58.8,74.6,64.3,0,0,0,1,0.0,11.1,1,0,0,16.7,1,0,0,9,0,10,46,12,0,0,12,0,0,34,2,34,25,4,5,2,2,0,0,0,0,0.0,14
Christian Gray,128036,CB,NOTRE DAME,1,1,0,20.0,0,0,258,0,0,55.4,56.5,76.8,,63.6,73.5,0,0,0,0,32.0,0.0,0,1,1,53.8,1,0,0,0,55,36,57,0,0,0,0,0,0,57,0,21,2,0,0,0,5,0,0,32,0,32.0,14
Chase Wilson,128170,LB,W VIRGINIA,1,1,0,100.0,0,0,343,0,0,61.5,54.2,74.6,56.1,48.0,80.2,0,1,0,0,11.0,0.0,0,0,0,112.5,1,0,0,32,0,19,41,3,0,0,3,0,0,38,3,19,6,3,4,0,1,1,0,11,0,11.0,14
Riley Wilson,128218,ED,ARIZONA,1,0,0,,0,0,109,0,0,60.0,79.7,79.2,57.7,80.1,78.7,2,0,0,0,,0.0,0,1,0,0.0,0,0,0,9,0,1,41,32,0,0,32,0,0,9,22,18,0,2,4,0,0,2,0,0,0,,14
Thomas Witte,128249,DI,NEVADA,1,0,0,,0,0,239,0,0,,67.0,75.7,59.2,68.4,73.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,43,43,3,30,0,10,0,0,19,24,0,3,3,1,0,1,0,0,0,,14
Tavian Combs,128258,S,NEW MEXICO,1,2,0,0.0,0,0,241,0,0,74.1,70.1,75.6,58.4,62.8,52.0,0,1,0,0,,20.0,2,1,0,39.6,0,0,0,35,0,27,59,6,0,0,6,0,12,53,2,30,6,2,6,0,1,1,0,0,0,,14
Waisale Muavesi,128364,DI,UNLV,1,0,0,,0,0,325,0,0,,55.1,73.1,58.6,55.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,11,11,4,7,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,,14
Mata Hola,128383,ED,S JOSE ST,1,3,0,,0,0,285,0,0,60.0,55.8,76.2,56.0,55.6,75.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,0,0,28,1,0,0,8,21,0,1,1,0,0,0,0,0,0,,14
Sabastian Harsh,128416,ED,NC STATE,1,0,0,,0,0,248,1,0,61.3,68.8,79.0,65.8,66.1,72.2,1,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,41,40,0,10,30,0,0,1,27,10,1,1,1,0,0,4,0,0,0,,14
Oluwaseyi Omotosho,128425,ED,W VIRGINIA,1,0,0,,0,0,343,0,0,,69.5,70.2,60.7,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,2,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,,14
Braden Siders,128432,ED,W VIRGINIA,1,1,0,100.0,0,1,343,0,0,50.6,76.9,77.1,90.7,56.9,76.6,1,1,0,0,8.0,0.0,0,0,0,100.0,1,1,0,0,0,2,22,22,0,0,22,0,0,0,13,7,0,1,1,0,1,3,0,8,1,8.0,14
Mana Taimani,128436,DI,COLORADO,1,0,0,,0,0,143,0,0,,44.9,70.3,58.5,50.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,2,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,,14
Michael Boudoin III,128789,LB,TEXAS ST,1,0,0,,0,0,314,0,0,61.6,72.2,68.8,64.5,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,4,6,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,,14
Jayden Marable,129183,DI,MEMPHIS,1,0,0,,0,0,218,0,0,,52.1,75.2,57.6,51.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,23,23,16,7,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,,14
Arion Carter,129186,LB,TENNESSEE,1,0,0,50.0,0,0,307,0,0,59.7,39.5,76.9,59.4,28.4,80.9,0,3,0,0,14.0,0.0,0,0,0,72.9,1,0,0,48,0,20,55,1,0,0,1,0,0,54,7,28,6,3,6,2,2,3,0,14,7,14.0,14
Mose Phillips III,129334,S,MISSOURI,1,0,0,0.0,0,0,229,0,0,64.5,65.1,74.9,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,0,10,14,0,0,0,0,0,2,14,0,4,11,0,0,0,1,0,0,0,0,,14
Chris Keys Jr.,129445,S,FAU,1,1,0,100.0,0,0,165,0,0,56.3,61.4,75.5,,68.1,80.0,0,0,0,0,9.0,0.0,0,0,0,104.2,1,0,0,15,0,15,35,1,0,0,1,0,18,34,0,20,1,0,2,0,1,0,0,9,0,9.0,14
Brenden Deasfernandes,129465,CB,C MICHIGAN,1,1,0,0.0,0,0,134,0,0,72.9,69.7,77.6,,52.1,80.3,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,0,61,31,63,1,0,0,1,0,1,62,0,32,0,0,3,0,2,0,0,0,0,,14
Ethan Hurkett,129471,ED,IOWA,1,1,0,,0,0,192,0,0,60.0,56.2,77.8,52.6,59.1,75.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,45,45,0,1,31,13,0,0,20,25,0,0,2,0,0,0,0,0,0,,14
Devyn King,129521,CB,HAWAII,1,0,0,50.0,0,0,180,0,0,62.4,63.1,76.5,,63.1,78.8,0,0,0,0,12.0,0.0,0,1,0,60.4,2,0,0,0,53,35,56,0,0,0,0,0,0,56,0,21,3,0,3,0,4,0,0,16,1,8.0,14
Nikhai Hill-Green,129582,LB,ALABAMA,1,0,0,,0,1,103,0,0,84.9,80.7,71.0,58.3,61.6,32.2,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,26,0,15,29,0,0,0,0,0,0,29,2,12,3,1,2,0,0,0,0,0,0,,14
Avery Dunn,129611,ED,TOLEDO,1,1,0,,0,0,316,0,0,,59.3,77.0,55.8,62.3,74.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,36,36,0,0,28,8,0,0,21,15,0,1,2,0,0,2,0,0,0,,14
Devin Hightower,129621,LB,UAB,1,1,0,100.0,0,0,321,0,0,70.6,63.1,75.5,,51.8,78.4,0,1,0,0,-1.0,0.0,0,0,0,79.2,1,0,0,39,0,21,49,2,0,0,2,0,0,47,0,28,8,1,1,1,1,1,0,-1,-1,-1.0,14
Jasiyah Robinson,129632,ED,E CAROLINA,1,2,0,,0,0,156,1,0,64.5,71.9,74.6,58.1,66.3,39.7,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,25,25,0,5,13,7,0,0,21,4,0,0,0,0,0,1,0,0,0,,14
Darius Snow,129635,LB,MICH STATE,1,0,0,,0,0,223,0,0,61.6,62.7,70.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,3,4,2,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,,14
Lucas Finnessy,129651,ED,MINNESOTA,1,1,0,,0,0,225,0,0,60.0,63.8,72.3,55.2,66.9,73.3,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,0,0,7,5,0,0,9,3,0,0,1,0,0,1,0,0,0,,14
Jalen Logan-Redding,129661,DI,MINNESOTA,1,0,0,,0,0,225,0,0,,55.4,75.0,60.1,52.7,22.2,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,36,36,0,32,0,4,0,0,21,15,0,0,0,0,0,0,0,0,0,,14
Jimari Butler,129679,ED,LSU,1,1,0,,0,0,211,0,0,62.7,71.1,78.9,63.9,70.9,58.4,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,3,34,33,0,1,31,1,0,1,17,14,1,3,3,1,0,1,0,0,0,,14
Tamon Lynum,129699,CB,PITTSBURGH,1,0,0,100.0,0,0,268,0,0,63.9,50.2,0.0,,29.1,22.3,0,0,0,0,33.0,100.0,2,0,1,158.3,1,0,0,1,40,24,41,0,0,0,0,0,0,41,0,17,0,0,0,0,1,0,1,33,0,33.0,14
Jaheem Joseph,129726,S,UNLV,1,2,0,100.0,0,1,325,0,0,63.3,66.5,77.3,78.9,58.3,61.2,0,0,0,0,21.0,20.0,1,0,0,118.8,2,2,0,11,0,26,49,2,0,0,2,0,27,47,2,21,9,3,2,0,2,2,0,31,12,15.5,14
Gunner Maldonado,129727,S,KANSAS ST,1,0,0,50.0,0,0,199,0,0,67.7,72.3,78.8,,75.9,66.5,0,0,0,0,3.0,12.5,1,0,0,56.3,1,0,0,26,0,30,61,5,0,0,5,0,21,56,0,31,9,3,7,0,2,0,0,3,0,3.0,14
Darrion Henry-Young,129748,ED,COAST CAR,1,0,0,,0,0,141,0,0,,60.9,69.1,,60.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,14
Mitchell Melton,129753,ED,VIRGINIA,1,0,0,,0,0,335,0,0,,69.8,78.6,62.6,70.0,23.8,1,2,0,0,,75.0,3,0,0,0.0,0,0,0,1,0,0,36,35,0,1,34,0,0,1,15,21,0,1,1,0,0,3,0,0,0,,14
Cole Brevard,129766,DI,TEXAS,1,0,0,,0,0,311,0,0,,64.0,76.4,56.3,67.3,66.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,23,23,15,7,0,1,0,0,13,10,0,1,1,0,0,1,0,0,0,,14
Zuriah Fisher,129778,ED,PENN STATE,1,0,0,,0,0,266,0,0,,63.4,80.3,62.7,61.2,71.5,1,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,45,44,0,0,44,0,0,1,22,23,0,1,1,0,0,2,0,0,0,,14
Antonio Stevens,129833,S,KENNESAW,1,0,0,,0,0,200,0,0,,47.0,65.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,14
Andrew Awe,129839,LB,RICE,1,3,0,100.0,0,0,275,0,0,58.4,49.0,76.5,39.7,50.0,40.7,1,2,0,0,15.0,26.7,4,0,0,118.8,1,0,0,77,1,34,80,0,0,0,0,0,0,80,5,41,2,5,8,0,1,3,0,15,11,15.0,14
Jordan Dunbar,129844,CB,MO STATE,1,0,0,100.0,0,0,230,0,0,63.1,67.5,77.0,,72.4,46.5,0,0,0,0,4.0,25.0,1,0,1,83.3,1,0,0,5,43,14,52,3,0,0,3,0,0,49,0,38,1,2,3,0,1,0,0,4,1,4.0,14
Wesley Bailey,129871,ED,LOUISVILLE,1,1,0,,0,0,210,0,0,53.7,54.9,76.8,62.9,56.9,28.4,0,2,0,0,,50.0,1,0,0,0.0,0,1,0,0,0,1,31,31,0,3,22,6,0,0,22,8,0,1,0,0,0,3,0,0,0,,14
Rene Konga,129880,DI,LOUISVILLE,1,0,0,,0,0,210,0,0,,59.6,74.8,53.9,67.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,32,32,5,17,0,10,0,0,25,7,0,0,0,0,0,0,0,0,0,,14
Caleb Patterson,129898,ED,FIU,1,1,0,,0,0,166,1,0,,74.9,71.1,67.3,64.6,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,5,5,3,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,,14
Ben Barten,129913,DI,WISCONSIN,1,0,0,,0,0,349,0,0,,66.3,74.4,55.9,69.3,43.3,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,29,29,1,28,0,0,0,0,12,17,0,3,3,0,0,0,0,0,0,,14
James Thompson Jr.,129930,DI,ILLINOIS,1,2,0,,0,0,187,0,0,,61.5,75.1,58.8,62.1,76.8,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,6,13,0,15,0,0,17,17,0,0,3,0,0,1,0,0,0,,14
Jalen McNair,130415,S,BUFFALO,1,0,0,66.7,0,0,126,1,0,55.4,60.0,77.1,60.0,68.2,74.8,0,0,0,0,41.0,0.0,0,0,0,109.7,2,0,0,12,0,19,49,1,0,0,1,0,23,48,1,29,13,0,1,0,3,0,0,51,6,25.5,14
George Wolo,130424,DI,BUFFALO,1,1,0,,0,0,126,0,0,,69.3,74.0,63.9,67.9,71.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,28,28,0,28,0,0,0,0,13,15,0,0,1,0,0,0,0,0,0,,14
Mikah Coleman,130451,ED,CINCINNATI,1,2,0,,0,0,138,0,0,,44.4,76.2,60.1,40.9,49.6,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,34,34,0,3,20,11,0,0,13,21,0,1,1,0,0,0,0,0,0,,14
Terrell Miller,130497,CB,KENT STATE,1,0,0,0.0,0,0,201,0,0,54.0,56.1,78.2,,58.8,52.7,0,0,0,0,,25.0,1,1,0,39.6,0,0,0,4,61,13,69,4,0,0,4,0,0,65,0,56,0,1,3,0,3,0,0,0,0,,14
Luke Murphy,130498,LB,COAST CAR,1,1,0,,0,0,141,0,0,64.7,47.3,73.6,57.7,37.9,37.7,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,22,0,7,23,0,0,0,0,0,0,23,2,14,1,0,0,0,0,0,0,0,0,,14
CJ Brown,130541,S,SM HOUSTON,1,3,0,50.0,0,0,281,0,0,77.4,64.5,76.1,66.8,38.0,85.1,0,1,0,1,30.0,0.0,0,0,0,83.3,2,0,0,29,1,25,52,1,0,0,1,0,14,51,2,25,7,0,6,0,4,1,1,38,6,19.0,14
Devin Lafayette,130562,S,TROY,1,2,0,100.0,0,0,318,0,0,64.2,67.2,77.2,47.5,75.6,69.5,0,2,0,1,-2.0,14.3,1,0,0,39.6,1,0,0,31,0,49,75,2,0,0,2,0,23,73,3,23,19,2,4,1,1,2,0,-2,3,-2.0,14
Pierce Oppong,130570,TE,N ILLINOIS,1,0,0,,0,0,254,0,0,,64.9,72.9,63.5,61.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,12,12,0,0,11,1,0,0,6,6,0,0,0,0,0,0,0,0,0,,14
Daveren Rayner,130573,LB,KENTUCKY,1,2,0,,0,0,202,0,0,56.4,50.1,76.5,54.7,48.1,65.0,0,0,0,0,,25.0,1,1,0,0.0,0,0,0,40,0,16,60,3,0,0,3,0,3,57,4,40,14,0,1,0,0,0,0,0,0,,14
Jaelen Crider,130616,DI,LA LAFAYET,1,2,0,,0,0,207,0,0,,60.5,80.3,54.6,62.8,42.4,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,55,55,28,23,0,4,0,0,25,30,0,0,1,0,0,0,0,0,0,,14
