player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week
Martez Poynter,130629,DI,TOLEDO,1,1,0,,0,0,316,0,0,,77.5,75.8,83.4,61.8,71.9,2,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,51,51,0,51,0,0,0,0,30,21,0,1,0,0,0,5,0,0,0,,14
Kole Briehler,131078,DI,STANFORD,1,0,0,,0,0,300,0,0,,61.7,73.0,58.5,62.2,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,11,11,10,1,0,0,0,0,7,4,0,1,1,0,0,0,0,0,0,,14
Jaxson Campbell,131100,CB,NAVY,1,0,0,50.0,0,0,237,0,0,71.6,67.0,80.2,57.6,58.1,48.3,1,1,0,0,1.0,25.0,1,0,0,56.3,1,0,0,1,0,14,35,4,0,0,4,0,0,31,8,13,30,2,3,0,2,2,0,1,5,1.0,14
Braylen Jackson,131191,DI,BAYLOR,1,0,0,,0,0,118,0,0,,50.5,69.2,60.0,58.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,,14
Brian Booker,131222,DI,NEW MEXICO,1,1,0,,0,0,241,0,0,59.7,63.8,77.1,66.5,63.2,22.7,0,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,1,44,44,13,31,0,0,0,0,15,28,0,0,0,0,0,1,0,0,0,,14
Ashton Levells-Mitchell,131257,CB,FIU,1,0,0,25.0,0,0,166,0,0,69.5,69.0,74.9,58.9,62.4,73.5,0,0,0,0,3.0,0.0,0,0,0,39.6,1,0,0,0,34,19,35,0,0,0,0,0,0,35,1,15,0,1,1,0,4,0,0,3,0,3.0,14
Treylin Payne,131350,LB,TEXAS ST,1,2,0,100.0,0,0,314,0,0,67.2,60.5,75.9,47.2,57.8,39.0,0,2,0,0,17.0,33.3,2,1,0,108.3,2,0,0,31,0,21,41,3,0,0,3,0,1,38,5,15,6,2,2,0,2,2,0,20,10,10.0,14
Preston Hodge,131462,CB,COLORADO,1,0,0,50.0,0,0,143,0,0,60.9,61.1,75.8,,60.5,77.8,0,0,0,0,7.0,10.0,1,0,0,58.3,1,0,0,26,1,20,60,1,0,0,1,0,23,59,0,40,9,2,9,0,2,0,0,7,6,7.0,14
Treydan Stukes,131596,CB,ARIZONA,1,1,0,66.7,0,0,109,0,0,62.3,62.9,77.6,60.0,64.1,47.6,0,0,0,1,25.0,25.0,1,0,0,55.6,4,0,0,9,0,26,53,0,0,0,0,0,3,53,1,26,41,0,2,0,6,0,0,54,12,13.5,14
Dion Wilson Jr.,131600,DI,SYRACUSE,1,0,0,,0,0,304,0,0,,70.5,74.3,69.0,66.0,70.2,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,0,26,0,0,0,0,12,14,0,1,1,0,0,2,0,0,0,,14
Andy Alfieri,131639,LB,OREGON ST,1,3,1,100.0,0,1,265,0,0,59.6,76.7,79.1,68.3,82.0,50.9,0,2,0,0,25.0,20.0,2,0,0,118.8,1,0,0,38,0,12,41,0,0,0,0,0,0,41,6,23,2,2,5,0,1,2,0,25,27,25.0,14
Stanley Saole-McKenzie,131656,DI,CAL,1,0,0,,0,0,130,0,0,,57.8,73.0,55.6,61.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,17,17,2,15,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,,14
Devin Grant,131680,ED,W VIRGINIA,1,0,0,,0,0,343,0,0,,59.2,77.5,54.0,63.9,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,59,59,0,8,28,23,0,0,33,26,0,0,0,0,0,1,0,0,0,,14
Logan Sagapolu,131721,DI,WASHINGTON,1,0,0,,0,0,340,0,0,,63.5,71.8,60.0,62.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,5,3,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,,14
John Miller,131744,LB,UTAH ST,1,2,0,66.7,0,0,329,0,0,46.3,66.1,79.2,70.5,74.7,57.8,2,4,0,0,21.0,20.0,3,1,0,88.2,4,0,0,101,0,34,101,0,0,0,0,0,0,101,23,44,0,7,10,0,6,6,0,44,18,11.0,14
Omari Porter,131778,CB,RICE,1,1,0,42.9,1,0,275,0,0,66.1,66.7,79.1,,65.2,58.9,0,0,0,0,34.0,25.0,1,3,2,65.2,3,0,0,5,71,39,80,4,0,0,4,0,0,76,0,41,0,0,2,0,7,0,0,46,10,15.3,14
Anson Pulsipher,131779,LB,STANFORD,1,0,0,50.0,0,0,300,0,0,33.0,33.7,69.6,,62.2,,0,0,0,0,8.0,,0,0,0,60.4,1,0,0,9,0,7,11,1,0,0,1,0,0,10,0,4,1,0,0,0,2,0,0,8,2,8.0,14
JonJon Vaughns,131815,LB,UCLA,1,2,0,100.0,0,0,324,0,0,72.3,77.0,76.2,62.0,73.7,60.4,0,0,0,0,14.0,14.3,1,0,0,104.2,2,1,0,36,0,18,44,4,0,0,4,0,0,40,2,24,4,3,4,1,2,1,0,18,25,9.0,14
DJ Warnell,131817,LB,NEVADA,1,0,0,100.0,0,0,239,0,0,52.3,49.7,69.6,,56.9,76.9,0,0,0,0,21.0,0.0,0,0,0,118.8,1,0,0,10,0,5,11,0,0,0,0,0,0,11,0,6,1,1,2,0,1,0,0,21,7,21.0,14
Kobe Pepe,131834,DI,USC,1,0,0,,0,0,326,0,0,,60.3,71.0,58.1,61.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,3,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,,14
Jamar Sekona,131836,DI,HAWAII,1,0,0,,0,0,180,0,0,,56.2,0.0,62.6,66.5,70.2,1,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,10,10,1,7,0,2,0,0,6,4,0,1,1,0,0,2,0,0,0,,14
Sione Fotu,131853,LB,HOUSTON,1,3,0,100.0,0,0,182,1,0,40.4,57.6,77.7,63.8,76.9,81.0,1,0,0,0,14.0,0.0,0,0,0,105.6,3,0,0,33,0,17,40,6,0,0,6,0,0,34,4,19,1,2,4,0,3,1,0,28,28,9.3,14
Aliki Vimahi,131883,DI,UTAH,1,1,0,,0,0,328,0,0,60.0,47.5,76.5,58.3,44.8,72.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,60,59,7,49,1,2,0,1,21,38,0,1,1,0,0,1,0,0,0,,14
Kasen Kinchen,131900,CB,NEVADA,1,0,0,60.0,0,0,239,0,0,55.3,52.3,76.1,,47.3,26.5,0,0,0,0,15.0,50.0,2,0,1,72.9,3,0,0,13,1,25,53,1,0,0,1,0,0,52,0,28,38,1,2,0,5,0,0,25,15,8.3,14
Anthony Ward,131919,LB,WASHINGTON,1,0,0,,0,0,340,0,0,,60.0,61.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,14
Jackson Lataimua,131939,S,N TEXAS,1,1,0,0.0,0,0,251,0,0,62.9,65.1,71.8,,63.5,74.8,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,4,0,7,11,1,0,0,1,0,0,10,0,4,6,0,0,0,1,0,0,0,0,,14
Gabriel Lopez,131942,DI,NEW MEXICO,1,0,1,,0,0,241,0,0,,71.9,75.5,59.6,75.4,71.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,3,35,0,1,0,0,21,18,0,2,2,2,0,0,0,0,0,,14
Tristan Souza,131957,DI,BUFFALO,1,0,0,,0,0,126,0,0,,50.4,66.6,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,14
Amarian Williams,132048,CB,LIBERTY,1,2,0,50.0,0,0,206,0,0,51.5,39.7,0.0,,52.6,28.9,0,0,0,0,25.0,40.0,2,0,3,127.1,2,0,0,2,47,24,49,0,0,0,0,0,0,49,0,25,0,0,1,0,4,0,1,42,10,21.0,14
Jarvarius Sims,132298,CB,W MICHIGAN,1,0,0,100.0,0,0,347,0,0,54.1,55.1,76.2,,62.4,74.2,0,0,0,0,20.0,0.0,0,0,2,118.8,1,0,0,1,52,35,53,0,0,0,0,0,0,53,0,18,0,0,1,0,1,0,0,20,9,20.0,14
David Godsey Jr.,133044,CB,LA MONROE,1,0,0,33.3,0,0,209,0,0,72.1,72.6,77.5,,67.7,78.2,0,0,0,0,10.0,0.0,0,2,0,42.4,2,0,0,3,68,35,72,1,0,0,1,0,0,71,0,37,0,1,3,0,6,0,0,12,5,6.0,14
Brenden Jordan,133060,S,TEXAS TECH,1,0,0,0.0,0,0,315,0,0,63.6,66.0,77.2,,68.7,80.8,0,0,0,0,,0.0,0,0,1,39.6,0,0,0,9,0,34,44,0,0,0,0,0,25,44,0,10,10,2,4,0,2,0,0,0,0,,14
Dylan Howell,133066,ED,LA MONROE,1,1,0,,0,0,209,0,0,,64.4,72.8,56.8,66.3,73.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,1,7,8,0,0,7,9,0,0,1,0,0,0,0,0,0,,14
Anas Luqman,133626,ED,OHIO,1,1,0,,0,0,259,0,0,62.1,64.0,78.9,57.6,66.9,76.9,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,2,55,54,0,1,50,3,0,1,30,23,0,1,2,0,0,1,0,0,0,,14
Ken Willis,133807,CB,JAMES MAD,1,0,0,,0,0,197,0,0,63.4,64.0,69.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,6,5,6,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,,14
Dontay Corleone,133825,DI,CINCINNATI,1,0,0,,0,0,138,0,0,,68.3,77.2,55.7,70.9,71.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,31,8,0,0,0,0,14,25,0,2,2,0,0,1,0,0,0,,14
Ray Coney,133963,LB,TULSA,1,5,0,100.0,0,0,320,0,0,44.1,62.9,76.0,60.6,73.2,70.1,0,1,0,0,17.0,7.7,1,0,0,118.8,3,0,0,65,1,16,73,3,0,0,3,0,0,70,7,50,4,5,7,0,3,1,0,38,27,12.7,14
Jaydan Mayes,133971,CB,ARMY,1,0,0,85.7,0,0,114,0,0,57.5,57.1,76.6,,55.7,48.7,0,0,1,1,19.0,22.2,2,0,0,92.3,6,0,0,4,59,41,63,0,0,0,0,0,0,63,0,22,0,3,7,1,7,0,1,43,16,7.2,14
Tyler Rich,134328,DI,TULSA,1,0,0,,0,0,320,0,0,,71.5,71.1,54.5,73.5,21.8,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,3,7,0,0,0,0,0,1,0,0,0,,14
Daniel Rickert,138135,ED,VIRGINIA,1,0,0,,0,0,335,0,0,60.0,59.1,77.4,57.2,60.1,73.9,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,1,31,29,0,0,29,0,0,2,14,16,0,2,2,1,0,1,0,0,0,,14
Quinn Urwiler,138258,LB,N ILLINOIS,1,4,0,0.0,0,1,254,0,0,85.3,84.2,76.7,62.4,74.0,76.0,0,1,0,1,,7.7,1,0,0,0.0,0,0,0,59,0,21,63,4,0,0,4,0,0,59,7,35,0,6,8,1,1,1,0,0,0,,14
Jacob Ferguson,138274,ED,GA SOUTHRN,1,0,0,,0,0,174,0,0,62.5,65.9,75.9,64.4,61.4,,0,1,0,0,,,0,0,0,0.0,0,0,0,4,0,7,17,13,0,1,12,0,0,4,5,5,0,0,0,0,0,1,0,0,0,,14
Isaiah Green,138276,DI,MEMPHIS,1,0,0,,0,0,218,0,0,,63.4,68.8,60.0,62.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,2,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,,14
Caleb Francl,138302,S,WASH STATE,1,2,1,75.0,0,1,341,0,0,88.7,87.7,78.3,72.7,67.4,82.7,1,0,0,1,18.0,0.0,0,0,0,52.1,3,0,0,13,0,35,59,3,0,0,3,0,2,56,6,18,41,2,4,0,4,1,0,26,4,8.7,14
Cale Reeder,138314,S,WASH STATE,1,1,0,100.0,0,0,341,0,0,59.5,64.0,74.6,,69.0,81.1,0,0,0,0,12.0,0.0,0,0,0,116.7,1,0,0,9,0,22,27,0,0,0,0,0,17,27,0,5,1,1,2,0,1,0,0,12,6,12.0,14
Dylan Tucker,138424,CB,UTAH ST,1,3,0,20.0,0,0,329,0,0,70.5,72.1,78.8,,72.3,81.7,0,0,0,0,16.0,0.0,0,1,0,40.4,1,0,0,6,88,57,101,1,0,0,1,0,0,100,0,44,6,2,3,1,5,0,0,16,0,16.0,14
Mikail Kamara,138455,ED,INDIANA,1,1,0,100.0,0,0,190,0,0,61.7,66.3,78.6,68.7,58.8,74.8,0,6,0,0,6.0,0.0,0,0,0,91.7,1,0,0,0,0,4,49,49,1,1,40,7,0,0,26,19,0,1,1,1,1,6,0,6,1,6.0,14
Seth Naotala,138461,LB,DOMINION,1,3,0,25.0,0,0,263,0,0,88.9,73.2,76.2,52.5,51.4,79.9,0,0,0,1,3.0,0.0,0,0,0,0.0,1,0,0,42,0,16,42,0,0,0,0,0,0,42,6,20,0,2,2,0,4,0,0,3,4,3.0,14
Ivan Yates,139049,CB,COLORADO,1,0,0,50.0,0,0,143,0,0,62.3,59.9,75.5,,54.1,19.2,0,0,0,0,16.0,100.0,2,0,0,77.1,1,0,0,11,47,20,60,1,0,0,1,0,0,59,0,40,1,0,0,0,2,0,0,16,7,16.0,14
Evan Eller,139104,LB,WYOMING,1,3,0,100.0,0,0,351,0,0,59.5,68.5,76.3,65.6,75.9,66.2,1,0,0,0,19.0,11.1,1,0,0,142.4,3,0,0,29,0,23,58,6,0,0,6,0,0,52,5,30,23,5,5,1,3,1,1,26,29,8.7,14
Isaiah Wadsworth,139159,CB,TULANE,1,0,0,0.0,0,0,319,0,0,64.3,64.8,72.7,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,1,9,7,11,0,0,0,0,0,0,11,0,4,1,0,0,0,1,0,0,0,0,,14
Donovan Green,139507,DI,E MICHIGAN,1,2,0,,0,0,160,0,0,,76.8,76.3,67.4,75.1,74.3,1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,42,42,15,27,0,0,0,0,12,30,0,2,1,0,0,2,0,0,0,,14
Trey Fields,139541,LB,N TEXAS,1,5,0,33.3,0,0,251,0,0,56.6,74.1,77.7,77.8,81.7,76.2,1,2,0,0,4.0,7.7,1,0,0,42.4,1,0,0,71,0,36,73,0,0,0,0,0,0,73,2,35,2,3,7,1,3,3,0,4,1,4.0,14
Richard Outland Jr.,139558,DI,N TEXAS,1,0,0,,0,0,251,0,0,,51.9,77.1,55.7,51.8,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,48,48,11,37,0,0,0,0,21,27,0,1,1,0,0,0,0,0,0,,14
Carlos Allen Jr.,141334,DI,HOUSTON,1,1,0,,0,0,182,0,0,,52.4,77.5,64.1,43.0,43.8,1,2,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,73,73,7,61,0,5,0,0,47,26,0,0,2,0,0,3,0,0,0,,14
Tyler Scott,141362,DI,UTEP,1,0,0,,0,0,330,0,0,,66.3,77.4,55.8,70.4,70.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,36,3,0,0,0,0,21,18,0,1,1,0,0,1,0,0,0,,14
Malakai Williams,141577,ED,BOISE ST,1,0,0,,0,0,120,0,0,60.2,67.5,75.1,61.0,67.5,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,20,20,0,1,19,0,0,0,10,9,0,1,1,0,0,0,0,0,0,,14
Colby Humphrey,141638,CB,WASH STATE,1,2,0,66.7,0,0,341,0,0,78.9,74.6,77.2,58.2,50.6,79.1,0,0,0,1,24.0,0.0,0,0,0,59.7,2,0,0,1,43,33,50,1,0,0,1,0,2,49,1,16,3,0,1,0,3,0,0,30,4,15.0,14
Kobe Singleton,141698,CB,OREGON ST,1,0,0,50.0,0,0,265,0,0,64.2,65.4,75.5,,65.9,38.8,0,0,0,0,8.0,33.3,1,0,0,60.4,1,0,0,2,46,26,50,0,0,0,0,0,1,50,0,24,0,1,2,0,2,0,0,8,2,8.0,14
Okiki Olorunfunmi,141716,DI,NEW MEXICO,1,0,0,,0,0,241,0,0,61.2,67.7,71.7,57.5,63.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,,14
Brayden Wilson,141728,ED,WYOMING,1,0,0,,0,0,351,0,0,60.0,62.5,75.1,54.3,65.5,73.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,0,2,18,4,0,0,10,14,0,1,2,0,0,0,0,0,0,,14
Andre Fuller,141775,CB,TOLEDO,1,1,0,75.0,0,0,316,0,0,67.1,71.6,78.0,,81.1,83.5,0,0,0,0,8.0,0.0,0,0,0,83.3,3,0,0,1,57,38,62,2,0,0,2,0,0,60,0,24,2,5,8,1,4,0,0,18,15,6.0,14
Sam Cook,141936,ED,NEVADA,1,0,0,100.0,0,0,239,0,0,42.6,63.4,79.3,55.9,76.4,77.2,0,0,0,0,37.0,0.0,0,0,0,118.8,1,0,0,4,0,3,34,29,0,0,29,0,0,5,11,20,1,4,4,0,1,0,0,37,4,37.0,14
Dontae Lunan,142071,LB,COAST CAR,1,2,0,100.0,0,0,141,0,0,43.6,46.9,78.5,55.3,54.1,24.1,0,0,0,0,5.0,50.0,5,0,0,85.4,2,0,0,24,0,20,66,12,0,0,12,0,0,54,6,40,30,0,3,0,2,0,0,9,14,4.5,14
Christopher Eaton Jr.,142080,ED,SM HOUSTON,1,0,0,,0,0,281,0,0,60.0,59.6,74.4,54.3,62.4,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,38,38,0,3,5,30,0,0,18,20,0,1,2,0,0,0,0,0,0,,14
Kavir Bains-Marquez,142177,S,PITTSBURGH,1,0,0,100.0,0,0,268,0,0,45.4,45.0,76.2,,51.4,29.4,0,0,0,0,9.0,40.0,2,0,1,97.2,3,0,0,14,0,22,36,0,0,0,0,0,5,36,0,14,17,0,3,0,3,0,0,22,18,7.3,14
Jack Hall,142249,ED,DELAWARE,1,0,0,,0,0,151,0,0,,63.4,0.0,57.5,75.1,75.0,0,2,0,0,,25.0,1,0,1,0.0,0,0,0,3,0,0,50,47,0,15,17,15,0,3,34,16,0,3,3,1,0,2,0,0,0,,14
Ethan Saunders,142265,ED,DELAWARE,1,0,0,,0,0,151,0,0,,63.3,76.4,54.4,69.7,70.8,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,35,34,0,4,16,14,0,1,21,14,0,1,1,1,0,2,0,0,0,,14
Austin Ambush,142273,S,NEVADA,1,0,0,,0,0,239,0,0,60.0,62.8,72.8,,62.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,1,13,1,0,0,1,0,3,12,0,12,4,0,0,0,0,0,0,0,0,,14
Shakur Smalls,142301,CB,ARKANSAS,1,0,0,0.0,0,0,111,0,0,60.8,64.2,69.0,,64.7,73.1,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,5,0,4,9,0,0,0,0,0,0,9,0,5,4,1,1,0,1,0,0,0,0,,14
Chance Graves,142349,CB,E CAROLINA,1,0,0,0.0,0,0,156,0,0,62.8,59.7,73.9,,48.9,48.1,0,0,0,0,,25.0,1,0,0,39.6,0,0,0,0,23,19,24,0,0,0,0,0,0,24,0,5,1,0,3,0,2,0,0,0,0,,14
KC Eziomume,142746,CB,TULANE,1,0,0,0.0,0,0,319,0,0,63.9,64.5,69.2,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,6,5,6,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,,14
Semaj Cross,143096,LB,KENT STATE,1,0,0,,0,0,201,0,0,60.0,38.3,63.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,,14
Mike Nwokocha,143510,DI,TEXAS ST,1,0,0,,0,0,314,0,0,,66.3,73.8,61.0,66.5,72.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,0,24,0,0,0,0,17,7,0,0,2,0,0,1,0,0,0,,14
Parker McKenna,143761,LB,WASH STATE,1,0,0,50.0,0,0,341,1,0,69.0,77.3,73.0,68.0,77.0,61.6,1,0,0,0,6.0,14.3,1,0,0,56.3,2,1,0,32,0,17,42,2,0,0,2,0,0,40,10,15,8,5,6,0,4,2,0,10,1,5.0,14
Bryce Steele,143838,LB,BOSTON COL,1,0,0,,0,0,121,0,0,60.6,50.0,71.6,58.5,49.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,25,0,2,26,0,0,0,0,0,0,26,2,22,1,0,0,0,0,0,0,0,0,,14
Tre Freeman,143853,LB,DUKE,1,0,0,,0,0,154,0,0,72.4,45.7,70.5,60.0,29.0,26.5,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,14,0,6,14,0,0,0,0,0,0,14,1,7,0,1,1,0,0,0,0,0,0,,14
Aaron Hall,143855,DI,DUKE,1,0,0,,0,0,154,0,0,,65.6,75.1,64.1,63.5,73.2,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,0,41,0,3,0,0,25,19,0,3,3,0,0,2,0,0,0,,14
Shyheim Brown,143874,S,FLORIDA ST,1,1,0,,0,0,167,0,0,65.2,54.8,70.7,59.9,49.5,47.2,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,18,0,5,23,2,0,0,2,0,1,21,1,17,2,0,2,0,0,0,0,0,0,,14
Omarion Cooper,143877,CB,MEMPHIS,1,2,0,100.0,0,0,218,0,0,53.6,59.3,76.3,60.0,65.4,44.9,0,0,0,0,18.0,25.0,1,0,0,118.8,1,0,0,20,39,13,65,5,0,0,5,0,1,60,1,51,0,1,1,0,1,0,0,18,20,18.0,14
Shambre Jackson,143884,ED,UMASS,1,0,0,,0,0,216,0,0,,62.6,74.1,59.1,62.4,72.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,2,12,1,11,0,0,4,22,0,1,2,0,0,0,0,0,0,,14
Patrick Payton,143893,ED,LSU,1,1,1,,0,0,211,0,0,60.0,66.9,78.4,62.8,66.8,75.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,47,47,0,3,40,4,0,0,29,17,0,2,2,1,0,0,0,0,0,,14
Byron Turner Jr.,143897,ED,TULSA,1,0,0,,0,0,320,0,0,,50.0,72.7,73.5,40.7,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,11,11,0,0,8,3,0,0,5,6,0,0,0,0,0,2,0,0,0,,14
Hunter Washington,143898,S,MISS STATE,1,0,0,,0,0,227,0,0,62.9,50.1,71.1,,42.8,21.4,0,0,0,0,,100.0,2,0,0,0.0,0,0,0,8,1,5,13,0,0,0,0,0,0,13,0,8,4,0,0,0,0,0,0,0,0,,14
Sirad Bryant,143906,S,UAB,1,1,0,100.0,0,0,321,0,0,79.7,73.5,74.4,57.6,62.8,58.3,0,0,0,0,3.0,16.7,1,0,0,79.2,1,0,0,25,0,18,47,1,0,0,1,0,15,46,3,26,6,1,4,0,1,0,0,3,0,3.0,14
Allan Haye,143943,DI,TEMPLE,1,1,0,,0,0,306,0,0,,62.6,0.0,60.7,68.6,72.4,0,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,48,48,11,32,0,5,0,0,22,26,0,0,1,0,0,2,0,0,0,,14
Jabari Ishmael,143944,ED,SO MISS,1,0,0,,0,0,296,0,0,60.0,58.1,76.0,71.5,48.9,72.2,0,0,0,0,,,0,0,0,0.0,0,1,0,1,0,1,18,17,0,0,17,0,0,1,5,12,0,0,0,0,0,1,0,0,0,,14
Chase Smith,143952,LB,MIAMI FL,1,0,0,,0,0,220,0,0,63.2,67.5,71.2,63.0,61.4,74.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,15,0,11,16,1,0,0,1,0,0,15,0,5,0,1,1,0,0,1,0,0,0,,14
Dontae Balfour,143957,CB,TEXAS TECH,1,0,0,66.7,0,0,315,0,0,56.4,56.9,73.7,,60.0,78.2,0,0,0,0,9.0,0.0,0,0,0,79.9,2,0,0,0,22,14,22,0,0,0,0,0,0,22,0,8,0,0,3,0,3,0,0,16,2,8.0,14
TyMir Brown,143960,CB,E CAROLINA,1,0,0,50.0,0,0,156,0,0,62.4,62.7,74.2,,60.0,79.6,0,0,0,0,36.0,0.0,0,0,0,95.8,1,0,0,0,26,22,27,0,0,0,0,0,1,27,0,5,0,0,3,0,2,0,0,36,2,36.0,14
Dontavius Nash,143972,CB,MICH STATE,1,0,0,0.0,0,0,223,0,0,51.3,51.6,71.3,,60.4,,0,0,0,0,,,0,0,0,39.6,0,0,0,2,1,8,11,0,0,0,0,0,0,11,0,3,8,0,0,0,1,0,0,0,0,,14
Keeshawn Silver,143979,DI,USC,1,2,0,,0,0,326,0,0,,38.0,73.5,57.3,36.4,26.2,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,19,19,4,15,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,,14
Nate Evans,143991,CB,DELAWARE,1,0,0,100.0,0,0,151,0,0,71.0,72.8,77.6,,70.6,80.5,0,0,0,1,2.0,0.0,0,0,1,39.6,2,0,0,6,48,38,57,3,0,0,3,0,0,54,0,19,0,3,5,0,2,0,0,0,2,0.0,14
Caden Fordham,143992,LB,NC STATE,1,3,0,50.0,0,0,248,0,0,67.3,70.7,76.2,66.4,68.4,83.3,0,0,0,0,15.0,0.0,0,0,0,66.7,2,1,0,50,0,37,58,5,0,0,5,0,1,53,9,12,2,1,6,0,4,1,0,22,23,11.0,14
Travali Price,144002,DI,NC STATE,1,0,0,,0,0,248,0,0,,66.8,73.5,65.2,63.1,73.8,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,22,22,0,22,0,0,0,0,16,6,0,2,1,0,0,2,0,0,0,,14
Nahki Johnson,144025,DI,TULSA,1,0,0,,0,0,320,0,0,,58.7,75.9,59.6,58.0,71.9,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,51,51,2,42,1,6,0,0,16,35,0,1,2,0,0,1,0,0,0,,14
Javon McIntyre,144029,S,PITTSBURGH,1,0,0,25.0,0,0,268,0,0,54.5,58.0,77.1,,64.8,84.6,0,0,0,0,8.0,0.0,0,0,0,39.6,1,0,0,30,1,30,60,0,0,0,0,0,18,60,0,30,11,2,7,0,4,0,0,8,8,8.0,14
