player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week
Kenyon Clay,156837,HB,ARK STATE,1,15,3,0,0.0,0,0,41,0,0,3,30.0,37.5,0,3,113,0,1,75.2,60.6,73.2,,10.7,68.1,61.4,60.0,8,0,7,1,8,16,0,0,1,16,1,41,30.0,2.0,2.7,0.88,14,1
Alex Tecza,162587,HB,NAVY,1,15,4,1,24.7,22,0,89,0,2,4,47.0,117.5,3,9,237,0,9,75.2,75.4,78.6,,79.3,75.9,75.4,44.3,22,1,10,1,6,31,0,0,1,16,1,89,47.0,3.13,5.9,1.67,2,1
Mark Fletcher Jr.,175374,HB,MIAMI FL,1,15,4,1,22.7,15,0,66,0,0,4,39.0,65.0,2,4,220,0,10,75.2,71.5,74.3,,59.7,56.3,72.9,,15,0,8,1,11,15,0,0,1,16,0,66,39.0,2.6,4.4,0.73,5,1
Dean Connors,156624,HB,HOUSTON,1,15,2,1,30.0,15,0,50,0,0,2,46.0,36.1,1,1,182,0,4,75.2,66.6,75.1,,23.9,63.1,69.6,58.8,15,0,1,2,8,19,0,0,2,17,0,50,46.0,3.07,3.3,0.13,11,1
CJ Stokes,162827,HB,CHARLOTTE,1,15,1,0,0.0,0,0,49,0,0,1,30.0,11.8,0,2,136,0,7,75.5,63.9,75.6,,80.5,59.7,63.4,59.1,9,0,6,2,13,18,0,0,2,17,0,49,30.0,2.0,3.3,0.46,8,1
Jalen Dupree,191053,HB,COLO STATE,1,15,2,3,58.7,54,0,92,0,0,2,38.0,29.8,3,3,144,0,6,75.2,68.9,74.9,,26.6,58.3,73.1,58.1,20,0,0,2,19,19,0,0,2,17,1,92,38.0,2.53,6.1,0.0,9,1
Gavin Garcia,156916,HB,KENT STATE,1,15,3,0,0.0,0,0,49,0,0,3,46.0,61.3,0,1,201,0,12,75.2,61.7,73.7,,,55.4,62.3,58.8,8,0,0,0,8,19,0,0,0,15,0,49,46.0,3.07,3.3,0.0,3,1
Trey Kukuk,198675,QB,LA TECH,1,15,3,0,0.0,0,0,48,0,0,1,21.0,10.7,1,4,208,0,9,73.9,76.2,76.0,71.5,,,68.9,60.0,10,1,0,0,0,31,9,1,0,14,0,57,32.0,2.13,3.8,,4,1
CharMar Brown,174409,HB,MIAMI FL,1,15,2,0,0.0,0,0,54,0,0,2,51.0,40.0,0,3,220,0,11,75.2,69.4,74.2,,,63.9,68.6,,8,0,17,2,11,15,0,0,2,17,1,54,51.0,3.4,3.6,1.55,4,1
TJ Washington Jr.,170178,HB,IOWA,1,15,2,0,0.0,0,0,69,0,0,2,34.0,28.3,1,3,192,0,3,75.2,67.3,75.6,,,59.3,67.2,58.7,13,0,2,1,9,18,0,0,2,16,0,69,34.0,2.27,4.6,0.22,12,1
Devin Mockobee,145111,HB,PURDUE,1,14,6,0,0.0,0,0,59,0,2,6,52.0,185.7,2,4,273,1,10,27.5,66.6,76.0,,78.7,68.7,64.4,60.0,13,0,45,2,17,17,0,0,2,16,1,59,52.0,3.71,4.2,2.65,4,1
Brendan Sorsby,156398,QB,CINCINNATI,1,14,2,0,0.0,0,0,37,0,0,0,17.0,0.0,1,8,138,0,3,72.0,68.7,76.3,46.1,,,84.2,60.0,29,0,0,0,0,24,59,6,0,8,2,96,41.0,2.93,6.9,,3,1
Dante Dowdell,174131,HB,KENTUCKY,1,14,1,2,73.6,95,0,129,0,0,1,30.0,14.3,2,4,202,0,11,75.2,80.3,76.6,,73.1,60.8,79.4,59.0,79,0,-1,1,7,22,0,0,1,15,1,129,30.0,2.14,9.2,-0.14,2,1
Antwan Raymond,190489,HB,RUTGERS,1,14,6,1,33.3,29,0,87,0,0,6,68.0,208.2,3,5,278,0,5,74.8,80.4,74.9,,80.6,58.4,76.6,60.0,29,0,0,0,3,19,0,0,0,14,1,87,68.0,4.86,6.2,0.0,9,1
Oscar Adaway III,100835,HB,S CAROLINA,1,14,3,1,38.3,23,0,60,0,2,3,41.0,91.5,1,3,289,0,7,74.8,63.5,74.8,,,78.3,61.6,52.8,23,0,23,2,10,22,0,0,2,16,0,60,41.0,2.93,4.3,2.3,7,1
Chip Trayanum,131631,HB,TOLEDO,1,14,1,0,0.0,0,0,41,1,0,1,28.0,11.8,1,2,316,0,9,74.9,62.5,75.9,,83.1,53.6,63.1,60.0,12,0,42,3,24,16,0,0,5,17,0,41,28.0,2.0,2.9,1.75,5,1
Daniel Hishaw Jr.,122562,HB,KANSAS,1,14,3,1,22.5,20,0,89,0,0,3,49.0,75.0,2,7,198,0,7,75.2,76.0,76.4,,48.4,52.4,80.3,58.2,20,0,0,0,20,18,0,0,0,14,1,89,49.0,3.5,6.4,0.0,7,1
Maurice Turner,156329,HB,TULANE,1,14,7,2,38.4,33,0,86,2,1,7,51.0,194.3,3,6,319,0,7,75.3,64.3,76.9,,73.0,28.7,73.7,59.1,18,0,4,1,16,20,0,0,4,15,0,86,51.0,3.64,6.1,0.25,7,1
Dilin Jones,183664,HB,WISCONSIN,1,14,4,0,0.0,0,0,73,0,1,4,64.0,134.5,1,5,349,0,6,74.9,72.4,76.2,,77.0,65.7,71.6,60.0,11,0,8,3,12,16,0,0,3,17,0,73,64.0,4.57,5.2,0.67,8,1
Chris McMillian,198175,HB,BOWL GREEN,1,14,3,0,0.0,0,0,46,0,0,3,38.0,54.3,2,3,122,0,12,74.8,61.8,73.3,,71.8,60.1,61.3,,14,0,5,1,5,14,0,0,1,15,0,46,38.0,2.71,3.3,1.0,2,1
Anthony Hankerson,157691,HB,OREGON ST,1,14,3,0,0.0,0,0,44,0,2,3,38.0,75.4,2,3,265,0,4,74.9,56.8,76.8,,27.0,65.2,56.5,58.0,14,0,22,4,17,20,0,0,5,18,1,44,38.0,2.71,3.1,1.29,10,1
Bryson Washington,174649,HB,BAYLOR,1,14,4,1,33.3,18,0,54,0,0,4,48.0,85.7,2,3,118,0,2,74.8,68.7,77.5,,64.3,55.4,72.4,,18,0,2,2,23,14,0,0,4,16,0,54,48.0,3.43,3.9,0.09,12,1
Dylan Lee,184832,HB,IOWA STATE,1,13,6,2,60.5,49,0,81,0,0,6,61.0,201.1,2,5,193,0,5,74.4,79.4,74.5,,75.8,61.8,77.2,60.0,28,0,0,1,5,14,0,0,1,14,1,81,61.0,4.69,6.2,0.0,8,1
Kaden Feagin,174024,HB,ILLINOIS,1,13,2,1,24.3,18,0,74,0,0,2,47.0,55.6,1,5,187,0,8,74.4,85.9,75.4,,38.1,56.2,85.8,,18,0,0,0,6,13,0,0,0,13,1,74,47.0,3.62,5.7,0.0,5,1
Dexter Williams II,129457,QB,KENNESAW,1,13,4,0,0.0,0,0,27,0,0,3,14.0,65.6,4,3,200,1,2,71.8,51.9,77.4,46.7,,,61.9,60.0,13,0,0,0,0,37,17,5,0,8,0,44,33.0,2.54,3.4,,0,1
Cameron Dickey,184897,HB,TEXAS TECH,1,13,2,2,38.9,35,0,90,0,0,2,49.0,58.0,4,6,315,1,6,25.7,72.0,73.9,,9.8,54.3,75.0,,20,0,0,0,10,13,0,0,0,13,1,90,49.0,3.77,6.9,0.0,7,1
Kaidon Salter,132046,QB,COLORADO,1,13,5,0,0.0,0,0,19,0,0,2,11.0,34.4,1,4,143,0,3,72.0,63.5,76.5,59.3,,60.0,64.8,60.0,11,1,0,0,1,26,24,5,0,8,1,43,20.0,1.54,3.3,0.0,2,1
Trey Cornist,169975,HB,C MICHIGAN,1,13,5,3,71.7,71,0,99,0,0,5,74.0,218.9,3,5,134,0,10,74.4,79.5,75.6,,64.3,56.2,80.6,55.4,29,0,0,0,8,22,0,0,0,13,1,99,74.0,5.69,7.6,0.0,3,1
Angel Flores,164493,QB,C MICHIGAN,1,13,4,0,0.0,0,0,30,0,0,4,23.0,54.4,0,0,134,1,9,74.1,69.4,72.7,86.9,,,59.2,60.0,9,0,0,0,0,17,0,0,0,13,0,30,23.0,1.77,2.3,,4,1
Chase Jenkins,173242,QB,RICE,1,13,2,0,0.0,0,0,-17,0,0,2,8.0,13.2,0,0,275,1,7,72.5,41.1,76.5,48.9,,60.0,45.7,60.0,7,0,0,0,1,51,6,2,0,11,0,-11,12.0,0.92,-0.8,0.0,2,1
Ethan Vasko,163817,QB,LIBERTY,1,13,1,2,47.6,30,0,57,0,0,1,34.0,23.6,3,6,206,1,5,73.4,75.0,77.2,74.9,,,63.6,60.0,15,0,0,0,0,39,6,1,0,12,1,63,37.0,2.85,4.8,,5,1
Star'Corius Thomas,156926,HB,TENNESSEE,1,12,3,1,25.6,22,0,86,0,0,3,46.0,88.5,4,4,307,0,6,74.0,83.4,74.1,,76.7,74.7,79.8,59.3,22,0,7,1,4,16,0,0,1,13,0,86,46.0,3.83,7.2,1.75,6,1
Braylon Braxton,144442,QB,SO MISS,1,12,4,0,0.0,0,0,17,0,0,2,21.0,168.0,2,6,296,0,2,71.5,67.0,77.4,58.4,,,74.1,60.0,12,1,0,0,0,27,43,7,0,5,0,60,40.0,3.33,5.0,,2,1
Sedrick Alexander,172605,HB,VANDERBILT,1,12,7,1,21.7,18,0,83,0,0,7,72.0,323.1,3,3,333,1,7,26.2,86.0,77.2,,78.7,90.1,82.4,50.5,18,0,26,1,14,19,0,0,1,13,0,83,72.0,6.0,6.9,1.86,5,1
Kaderris Roberts,149713,HB,BOWL GREEN,1,12,4,0,0.0,0,0,66,0,0,4,35.0,89.7,4,5,122,0,4,74.0,66.3,72.9,,67.5,60.2,65.7,60.0,14,0,6,1,6,13,0,0,3,13,0,66,35.0,2.92,5.5,1.0,8,1
Nicco Marchiol,157363,QB,W VIRGINIA,1,12,3,0,0.0,0,0,53,0,0,2,36.0,59.5,3,5,343,0,8,73.3,85.1,76.6,79.6,,,71.0,60.0,11,0,0,0,0,39,10,1,0,11,1,63,37.0,3.08,5.3,,2,1
LaNorris Sellers,174326,QB,S CAROLINA,1,12,6,1,27.3,15,0,22,0,0,1,18.0,22.2,3,4,289,1,5,34.2,75.7,76.2,61.5,,,78.6,60.0,16,2,0,0,0,30,33,3,0,9,1,55,51.0,4.25,4.6,,1,1
Shomari Lawrence,141839,HB,MO STATE,1,12,1,1,46.0,23,0,50,0,0,1,29.0,17.3,2,3,230,0,8,74.1,65.8,76.0,,69.4,62.0,65.2,60.0,23,0,3,2,12,13,0,0,2,14,0,50,29.0,2.42,4.2,0.25,3,1
Lincoln Pare,121537,HB,TEXAS ST,1,12,6,4,78.4,131,0,167,0,0,6,116.0,446.2,5,9,314,0,5,74.8,88.3,75.8,,58.6,65.3,88.1,69.7,57,0,20,1,13,20,0,0,1,13,1,167,116.0,9.67,13.9,1.54,7,1
Miles Davis,122056,HB,UTAH ST,1,12,2,1,65.9,58,0,88,0,0,2,73.0,67.6,2,3,329,0,5,74.9,80.5,77.4,,81.8,85.5,73.1,58.6,58,0,61,6,18,20,0,0,6,18,1,88,73.0,6.08,7.3,3.39,7,1
Zylan Perry,156734,HB,LA LAFAYET,1,11,4,0,0.0,0,0,46,0,0,4,30.0,90.9,2,3,207,0,4,74.0,69.3,75.3,,78.5,55.3,69.0,72.6,13,0,1,1,14,16,0,0,1,12,0,46,30.0,2.73,4.2,0.07,7,1
DeSean Bishop,174717,HB,TENNESSEE,1,11,3,1,57.3,47,0,82,0,1,3,76.0,212.6,1,4,307,0,7,73.6,90.1,74.0,,74.1,88.0,85.7,60.0,47,0,44,2,7,12,0,0,2,13,1,82,76.0,6.91,7.5,6.29,4,1
Malik Sherrod,128189,HB,BOISE ST,1,11,5,0,0.0,0,0,27,0,0,5,22.0,71.4,0,2,120,1,6,28.9,58.6,75.5,,,34.1,66.8,60.0,9,0,6,3,19,12,0,0,4,14,0,27,22.0,2.0,2.5,0.32,5,1
Zach Calzada,98006,QB,KENTUCKY,1,11,0,0,0.0,0,0,10,0,0,0,12.0,0.0,0,4,202,0,4,72.2,54.8,76.9,50.1,,,62.4,60.0,6,0,0,0,0,42,3,2,0,9,1,13,13.0,1.18,1.2,,1,1
CJ Campbell,143876,HB,RUTGERS,1,11,3,1,31.0,22,0,71,0,0,3,51.0,126.4,3,4,278,0,4,73.5,75.4,72.9,,76.9,57.7,73.2,60.0,22,0,0,0,3,12,0,0,0,11,0,71,51.0,4.64,6.5,0.0,7,1
Bill Davis,176332,HB,LA LAFAYET,1,11,2,1,55.2,32,0,58,0,0,2,45.0,68.2,2,3,207,0,2,73.6,62.3,74.1,,29.7,57.9,64.6,59.9,32,0,7,1,10,13,0,0,1,12,0,58,45.0,4.09,5.3,0.7,9,1
Jekail Middlebrook,170487,HB,MIDDLE TN,1,11,2,1,39.6,19,0,48,0,0,2,31.0,43.4,3,3,224,0,4,75.7,59.9,0.0,,78.0,59.3,62.2,,19,1,21,2,25,11,0,0,6,13,0,48,31.0,2.82,4.4,0.84,6,1
Joe Jackson,173106,HB,KANSAS ST,1,11,1,0,0.0,0,0,55,0,0,1,29.0,22.0,2,3,199,0,6,73.6,58.4,77.4,,42.9,52.5,63.8,56.6,13,0,6,1,33,18,0,0,2,12,0,55,29.0,2.64,5.0,0.18,5,1
Demond Williams Jr.,183648,QB,WASHINGTON,1,11,2,1,32.6,28,0,21,0,0,0,2.0,0.0,3,4,340,1,0,70.0,74.7,77.4,72.8,,,65.5,60.0,28,0,0,0,0,42,65,7,0,4,0,86,52.0,4.73,7.8,,2,1
Xavier Williams,189698,HB,IOWA,1,11,0,2,57.4,70,0,122,0,1,0,37.0,28.0,3,5,192,0,1,73.6,68.7,74.6,,23.0,61.1,69.6,56.7,43,0,3,1,5,17,0,0,1,12,1,122,37.0,3.36,11.1,0.6,10,1
Braylen Russell,184393,HB,ARKANSAS,1,11,4,0,0.0,0,0,41,0,0,4,33.0,109.1,0,2,111,0,8,73.5,65.5,75.8,,20.3,56.4,69.3,60.0,7,0,0,0,7,12,0,0,0,11,0,41,33.0,3.0,3.7,0.0,3,1
Bam McReynolds,157876,HB,LA MONROE,1,11,8,2,80.5,91,0,113,0,0,8,102.0,570.6,3,2,209,0,2,73.6,81.3,75.8,,79.4,70.2,79.9,,74,0,20,2,9,11,0,0,2,13,0,113,102.0,9.27,10.3,2.22,8,1
Kejon Owens,123640,HB,FIU,1,11,3,1,22.5,16,0,71,0,0,3,38.0,86.4,2,5,166,0,7,73.6,76.7,75.6,,66.2,58.6,76.3,59.7,16,0,6,1,4,13,0,0,1,12,2,71,38.0,3.45,6.5,1.5,4,1
Wayshawn Parker,184224,HB,UTAH,1,11,3,0,0.0,0,0,62,0,0,3,31.0,76.9,2,3,328,1,7,24.8,64.7,75.6,,71.1,52.2,66.3,72.1,13,0,0,0,12,18,0,0,0,11,1,62,31.0,2.82,5.6,0.0,4,1
Chavon Wright,205258,HB,N ILLINOIS,1,11,6,1,58.4,45,0,77,0,0,6,73.0,362.0,1,5,254,0,4,73.5,86.0,75.2,,75.3,55.7,86.9,50.4,45,0,0,0,6,19,0,0,0,11,1,77,73.0,6.64,7.0,0.0,7,1
Jamario Clements,148567,HB,WAKE,1,11,2,0,0.0,0,0,26,1,0,2,19.0,28.8,0,3,339,0,4,73.6,52.8,75.6,,79.2,38.8,55.8,60.0,9,0,7,1,15,16,0,0,2,12,0,26,19.0,1.73,2.4,0.47,7,1
Dijon Stanley,176663,HB,NEW MEX ST,1,11,0,0,0.0,0,0,34,0,0,0,21.0,0.0,1,2,242,0,8,73.7,58.1,0.0,,52.3,53.2,62.7,,13,1,0,0,13,11,0,0,0,11,0,34,21.0,1.91,3.1,0.0,3,1
Jordan Marshall,190837,HB,MICHIGAN,1,11,1,0,0.0,0,0,29,0,0,1,19.0,14.4,0,2,222,0,4,74.0,61.9,74.8,,73.8,59.9,61.4,60.0,5,0,5,1,6,13,0,0,1,12,0,29,19.0,1.73,2.6,0.83,7,1
Ahmad Hardy,190013,HB,MISSOURI,1,11,3,2,65.7,67,0,102,0,0,3,61.0,151.2,3,6,229,0,6,73.5,78.9,75.6,,74.6,54.5,80.6,58.7,44,0,0,0,11,14,0,0,0,11,1,102,61.0,5.55,9.3,0.0,5,1
Ty Clark III,190943,HB,WAKE,1,11,6,0,0.0,0,0,37,0,2,6,39.0,218.2,0,2,339,0,5,73.7,69.7,75.6,,70.3,67.0,68.7,57.7,6,0,8,2,14,19,0,0,2,13,0,37,39.0,3.55,3.4,0.57,6,1
Nate Frazier,191146,HB,GEORGIA,1,11,2,0,0.0,0,0,47,0,0,2,45.0,74.4,1,2,173,0,8,73.5,75.5,73.7,,75.7,57.5,74.0,58.8,12,0,0,0,4,14,0,0,0,11,0,47,45.0,4.09,4.3,0.0,3,1
Alexander Diggs,160375,HB,KENNESAW,1,11,3,0,0.0,0,0,39,0,0,3,33.0,75.0,1,3,200,0,9,73.6,67.0,74.0,,60.8,64.1,66.8,56.4,10,0,7,1,7,13,0,0,2,12,0,39,33.0,3.0,3.5,1.0,2,1
Kevorian Barnes,145514,HB,TCU,1,11,5,1,66.4,75,0,113,0,0,5,36.0,116.9,1,3,305,0,5,73.7,88.2,75.5,,78.4,79.9,83.7,60.0,75,0,21,3,14,12,0,0,3,14,1,113,36.0,3.27,10.3,1.5,5,1
Gavin Wimsatt,155757,QB,JVILLE ST,1,11,0,0,0.0,0,0,41,0,0,0,24.0,0.0,1,3,196,0,5,72.7,52.2,26.6,49.7,,54.3,63.2,60.0,13,1,0,0,1,36,1,1,0,10,0,42,24.0,2.18,3.8,0.0,5,1
Noah Short,163220,HB,ARMY,1,11,1,0,0.0,0,0,43,0,1,1,22.0,23.5,2,2,114,0,4,73.9,69.4,78.6,,,82.0,59.7,45.4,11,1,81,6,18,55,0,0,9,17,0,43,22.0,2.0,3.9,4.5,2,1
Al-Jay Henderson,145676,HB,BUFFALO,1,11,0,0,0.0,0,1,25,0,0,0,22.0,0.0,0,2,126,0,1,73.5,59.4,75.8,,50.4,55.1,61.1,58.4,6,1,0,0,12,17,0,0,0,11,0,25,22.0,2.0,2.3,0.0,10,1
Lee Beebe Jr.,163009,HB,INDIANA,1,11,4,0,0.0,0,0,64,0,0,4,29.0,95.9,3,4,190,1,4,23.9,64.5,71.4,,,58.5,63.8,,14,0,0,0,2,11,0,0,0,11,0,64,29.0,2.64,5.8,0.0,7,1
Chubba Purdy,122412,QB,NEVADA,1,11,1,1,25.7,18,0,41,0,0,0,13.0,0.0,2,4,239,0,1,71.7,44.3,74.9,32.6,,,62.9,60.0,22,0,0,0,0,20,29,3,0,8,0,70,30.0,2.73,6.4,,4,1
Micah Welch,183887,HB,COLORADO,1,11,4,2,59.4,38,0,64,0,1,4,31.0,100.6,2,3,143,0,4,73.7,67.7,74.8,,76.8,64.6,67.1,58.5,22,0,9,3,12,16,0,0,3,14,0,64,31.0,2.82,5.8,0.75,7,1
Kadarius Calloway,172271,HB,NEW MEX ST,1,11,1,1,35.4,17,0,48,0,0,1,24.0,19.8,1,1,242,0,4,73.7,64.3,74.6,,80.0,54.7,64.4,59.6,17,0,0,0,14,15,0,0,1,11,1,48,24.0,2.18,4.4,0.0,7,1
Bryson Barnes,131845,QB,UTAH ST,1,11,3,0,0.0,0,0,14,0,0,0,7.0,0.0,4,4,329,0,3,71.2,69.0,76.6,65.4,,,66.4,60.0,18,0,0,0,0,22,47,6,0,5,1,61,25.0,2.27,5.5,,0,1
J'Marion Burnette,190802,HB,HOUSTON,1,10,2,0,0.0,0,0,40,0,1,2,30.0,81.8,1,3,182,0,2,73.1,71.8,71.8,,76.3,86.9,67.2,60.0,12,0,39,1,3,11,0,0,1,11,0,40,30.0,3.0,4.0,13.0,8,1
Landan Brown,175609,HB,SM HOUSTON,1,10,1,1,62.4,53,0,85,0,1,1,35.0,53.8,1,2,281,0,5,73.2,64.8,74.8,,37.8,61.4,67.3,59.7,53,0,-1,3,18,12,0,0,3,13,1,85,35.0,3.5,8.5,-0.06,5,1
George Pettaway,156351,HB,JAMES MAD,1,10,1,3,71.7,71,0,99,0,0,1,23.0,20.9,3,4,197,0,3,73.1,71.4,74.8,,76.8,58.9,71.5,57.9,35,0,-3,1,8,15,0,0,1,11,0,99,23.0,2.3,9.9,-0.38,7,1
DeJuan Williams,183534,HB,MARYLAND,1,10,2,2,59.3,32,0,54,0,0,2,26.0,40.0,2,2,215,0,7,73.2,65.8,75.2,,77.5,63.5,64.8,,17,0,21,3,16,10,0,0,3,13,0,54,26.0,2.6,5.4,1.31,3,1
Caleb Hood,143964,HB,N CAROLINA,1,10,0,0,0.0,0,0,31,0,0,0,16.0,0.0,0,1,245,0,5,73.1,62.8,76.2,,78.1,64.3,62.1,53.9,9,0,15,1,9,15,0,0,1,11,1,31,16.0,1.6,3.1,1.67,5,1
Scottre Humphrey,176767,HB,NEW MEXICO,1,10,1,1,48.5,16,0,33,1,0,1,27.0,24.5,1,2,241,0,1,73.1,54.3,74.0,,68.6,40.9,59.7,60.0,16,0,8,1,9,12,0,0,4,11,0,33,27.0,2.7,3.3,0.89,9,1
Angel Johnson,148226,HB,WASH STATE,1,10,1,0,0.0,0,0,-4,1,0,1,2.0,2.0,0,0,341,1,5,22.9,41.9,74.2,,9.5,31.3,49.0,60.0,5,0,0,0,11,12,0,0,1,10,0,-4,2.0,0.2,-0.4,0.0,5,1
Qua Ashley,160363,HB,BALL ST,1,10,6,1,46.7,21,0,45,0,2,6,21.0,140.0,2,3,117,0,4,73.6,59.0,76.7,,20.7,68.4,62.5,57.4,21,0,2,2,9,18,0,0,2,12,0,45,21.0,2.1,4.5,0.22,6,1
Tavierre Dunlap,132720,HB,E MICHIGAN,1,10,4,1,57.6,19,0,33,0,0,4,42.0,168.0,1,3,160,0,2,73.1,68.3,74.5,,29.2,55.0,70.8,60.0,19,0,0,0,7,11,0,0,0,10,1,33,42.0,4.2,3.3,0.0,8,1
Rocko Griffin,124350,HB,UMASS,1,10,1,3,83.0,78,0,94,0,0,1,59.0,59.0,3,3,216,0,4,73.1,68.1,76.3,,21.4,52.9,75.6,60.0,41,0,0,0,20,11,0,0,0,10,1,94,59.0,5.9,9.4,0.0,6,1
Floyd Chalk,167095,HB,S JOSE ST,1,10,3,0,0.0,0,0,42,0,0,3,29.0,72.5,1,2,285,0,4,73.6,75.8,75.9,,79.3,61.3,75.6,60.0,10,0,0,2,10,13,0,0,2,12,0,42,29.0,2.9,4.2,0.0,6,1
Maurki James,190066,HB,DOMINION,1,10,4,0,0.0,0,0,32,0,0,4,22.0,88.0,0,0,263,0,2,73.1,62.3,72.9,,75.6,56.5,62.1,58.2,9,0,0,0,4,15,0,0,1,10,0,32,22.0,2.2,3.2,0.0,8,1
Brendon Lewis,131687,QB,MEMPHIS,1,10,4,2,50.6,41,0,75,0,0,3,32.0,118.5,2,5,218,0,1,72.3,90.7,76.5,86.2,,,77.2,60.0,22,0,0,0,0,33,6,1,0,9,1,81,36.0,3.6,8.1,,7,1
Kedrick Reescano,172525,HB,ARIZONA,1,10,6,0,0.0,0,1,51,0,0,6,43.0,258.0,2,2,109,0,3,73.5,69.3,74.0,,,56.0,73.5,30.4,13,1,0,0,6,11,0,0,0,10,1,51,43.0,4.3,5.1,0.0,7,1
Kyron Drones,144506,QB,VA TECH,1,10,0,0,0.0,0,0,31,0,0,0,18.0,0.0,0,3,337,0,5,72.5,64.2,77.2,62.1,,,63.0,60.0,8,0,0,0,0,34,6,1,0,9,0,37,19.0,1.9,3.7,,2,1
Byrum Brown,156206,QB,USF,1,10,3,1,21.4,15,0,47,0,0,3,35.0,129.6,4,4,327,0,2,72.7,91.3,76.1,81.1,,,85.3,60.0,23,0,0,0,0,24,23,1,0,9,2,70,36.0,3.6,7.0,,4,1
Noah Whittington,123472,HB,OREGON,1,10,2,1,51.5,35,0,68,0,0,2,58.0,116.0,1,5,264,0,1,73.4,79.9,74.7,,67.8,55.2,80.6,57.7,35,0,0,0,7,16,0,0,0,10,1,68,58.0,5.8,6.8,0.0,9,1
Rayshon Luke,158732,HB,FRESNO ST,1,10,7,2,47.9,46,0,96,0,0,7,82.0,478.3,4,5,169,0,5,73.4,87.3,74.5,,67.7,60.5,87.3,59.9,29,0,-4,2,6,13,0,0,2,12,3,96,82.0,8.2,9.6,-0.67,5,1
Brandon High Jr.,174095,HB,CAL,1,10,1,1,53.7,22,0,41,0,0,1,34.0,30.9,1,2,130,0,7,73.1,59.7,73.3,,70.8,56.8,60.7,60.0,22,0,5,1,9,11,0,0,1,11,1,41,34.0,3.4,4.1,0.56,3,1
CJ Baxter,173153,HB,TEXAS,1,10,1,0,0.0,0,0,40,0,0,1,34.0,22.7,1,2,311,0,7,73.4,62.8,75.1,,39.3,70.0,61.3,60.0,14,0,25,5,13,11,0,0,5,15,0,40,34.0,3.4,4.0,1.92,3,1
J'Mari Taylor,150482,HB,VIRGINIA,1,10,3,0,0.0,0,0,32,0,1,3,21.0,64.6,0,5,335,0,2,73.2,65.4,75.4,,28.8,61.2,66.3,60.0,8,0,4,3,13,12,0,0,3,13,2,32,21.0,2.1,3.2,0.31,8,1
Noah Vaughn,175443,HB,VIRGINIA,1,10,3,0,0.0,0,0,45,1,0,3,36.0,108.0,0,3,335,0,2,73.1,64.3,73.7,,72.7,29.1,69.3,60.0,7,0,0,0,4,11,0,0,1,10,0,45,36.0,3.6,4.5,0.0,8,1
Jeremiyah Love,171090,HB,NOTRE DAME,1,10,0,0,0.0,0,0,33,0,2,0,29.0,41.4,0,1,258,0,7,73.7,67.9,76.1,,69.2,70.5,66.8,56.4,8,1,26,4,29,16,0,0,6,14,0,33,29.0,2.9,3.3,0.9,3,1
Jordan Lovett,172356,HB,TROY,1,10,2,0,0.0,0,0,31,0,0,2,20.0,36.4,1,1,318,0,7,73.1,59.3,73.4,,78.7,57.9,58.7,60.0,10,0,5,1,8,12,0,0,1,11,0,31,20.0,2.0,3.1,0.63,3,1
Josh Holst,171312,QB,N ILLINOIS,1,10,1,0,0.0,0,0,-5,0,0,0,0.0,0.0,0,0,254,0,0,70.0,42.6,75.8,47.4,,,48.1,60.1,4,0,0,0,0,25,14,6,0,4,0,9,10.0,1.0,0.9,,1,1
Mark Gronowski,138303,QB,IOWA,1,10,3,0,0.0,0,0,38,0,0,1,24.0,37.5,1,3,192,0,2,71.7,63.5,75.9,54.8,,,67.4,60.0,13,0,0,0,0,35,9,2,0,8,1,47,43.0,4.3,4.7,,4,1
James Peoples,183706,HB,OHIO STATE,1,10,1,0,0.0,0,0,20,0,0,1,19.0,19.0,0,1,260,0,8,73.5,56.6,73.1,,0.0,56.6,59.6,60.0,6,0,0,0,5,14,0,0,0,10,0,20,19.0,1.9,2.0,0.0,2,1
Evan Dickens,170066,HB,LIBERTY,1,10,0,0,0.0,0,0,34,0,0,0,22.0,0.0,0,0,206,0,1,73.1,61.3,75.1,,22.0,66.9,62.7,58.1,8,0,24,1,9,16,0,0,1,11,0,34,22.0,2.2,3.4,2.67,9,1
Gunner Stockton,157072,QB,GEORGIA,1,10,2,0,0.0,0,0,41,0,0,1,14.0,56.0,4,4,173,0,3,70.7,78.9,76.2,77.4,,,66.7,60.0,14,1,0,0,0,27,32,5,0,5,2,73,49.0,4.9,7.3,,2,1
Derrick McFall,183252,HB,SMU,1,9,3,0,0.0,0,0,22,0,0,3,19.0,70.4,0,2,287,0,4,73.1,62.7,72.6,,77.5,55.7,62.4,60.0,9,0,0,0,7,11,0,0,0,9,0,22,19.0,2.11,2.4,0.0,5,1
