player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week
Jordan Lovett,172356,HB,TROY,1,5,0,0,0.0,0,0,5,1,1,0,3.0,6.7,0,0,318,0,0,70.5,66.9,74.8,,63.4,80.0,55.5,60.0,3,0,54,4,18,6,0,0,6,9,0,5,3.0,0.6,1.0,3.0,5,14
E.J. Warner,156185,QB,FRESNO ST,1,5,2,0,0.0,0,0,10,0,0,2,8.0,177.8,0,2,169,1,0,27.3,59.0,77.1,61.2,,,53.7,60.0,7,0,0,0,0,51,9,2,0,3,0,19,10.0,2.0,3.8,,0,14
Quincy Craig,159061,HB,ARIZONA,1,5,0,0,0.0,0,0,-7,0,1,0,2.0,5.7,0,1,109,1,2,17.0,41.4,72.9,,0.0,67.4,41.9,60.0,5,0,28,2,11,5,0,0,2,7,0,-7,2.0,0.4,-1.4,2.55,2,14
Braylin Presley,157793,HB,TULSA,1,5,1,2,65.2,30,0,46,0,0,1,8.0,32.0,2,4,320,0,0,70.1,73.8,71.0,,71.8,57.8,72.7,60.0,15,0,0,0,4,6,0,0,0,5,1,46,8.0,1.6,9.2,0.0,5,14
Mekhi Dodd,207809,HB,BOSTON COL,1,5,0,0,0.0,0,0,7,0,0,0,6.0,0.0,0,0,121,0,4,69.9,52.4,70.6,,,65.8,52.5,,4,0,3,1,1,5,0,0,1,6,0,7,6.0,1.2,1.4,3.0,1,14
Anthony Woods,158969,HB,UCLA,1,5,1,0,0.0,0,0,28,0,2,1,29.0,174.0,1,2,324,0,0,70.6,70.2,74.5,,80.2,72.7,69.7,60.0,12,0,27,5,16,6,0,0,5,10,0,28,29.0,5.8,5.6,1.69,5,14
Max White,144851,HB,WYOMING,1,5,1,0,0.0,0,0,9,0,0,1,12.0,48.0,0,0,351,0,1,69.7,60.0,72.4,,79.6,56.5,59.0,60.0,4,0,0,0,5,6,0,0,0,5,0,9,12.0,2.4,1.8,0.0,4,14
Ta'Quan Roberson,101625,QB,BUFFALO,1,5,0,0,0.0,0,0,5,0,0,0,6.0,0.0,0,2,126,1,1,32.9,51.2,76.5,55.1,,,48.4,60.0,8,0,0,0,0,27,15,2,0,3,1,20,9.0,1.8,4.0,,2,14
Evan Simon,129906,QB,TEMPLE,1,5,0,0,0.0,0,0,2,0,0,0,3.0,0.0,0,1,306,0,0,69.8,40.8,76.4,40.4,,57.6,54.4,60.0,4,0,0,0,1,30,5,2,0,3,0,7,5.0,1.0,1.4,0.0,3,14
CJ Baxter,173153,HB,TEXAS,1,5,0,0,0.0,0,0,3,0,0,0,5.0,0.0,0,0,311,0,2,69.9,54.9,72.7,,77.6,60.5,53.4,60.0,4,0,1,1,6,6,0,0,1,6,0,3,5.0,1.0,0.6,0.17,3,14
Tristan Ti'a,204242,QB,OREGON ST,1,5,0,0,0.0,0,0,-6,0,0,0,1.0,0.0,1,0,265,2,0,17.9,44.2,27.3,52.3,,,37.2,60.0,11,1,0,0,0,21,19,3,0,2,0,13,21.0,4.2,2.6,,1,14
Jaylon Glover,158484,HB,UNLV,1,5,1,1,58.3,21,0,36,0,0,1,33.0,132.0,2,2,325,0,5,69.7,62.4,0.0,,68.1,58.8,66.5,60.0,21,1,0,0,2,9,0,0,0,5,0,36,33.0,6.6,7.2,0.0,0,14
Baylor Hayes,192135,QB,TULSA,1,5,0,0,0.0,0,0,-1,0,0,0,1.0,0.0,1,1,320,0,3,69.7,50.3,76.7,49.8,,,56.2,60.0,16,0,0,0,0,37,17,2,0,3,0,16,2.0,0.4,3.2,,0,14
Jordan Nubin,144983,HB,KENT STATE,1,5,1,0,0.0,0,0,25,0,0,1,12.0,48.0,1,1,201,0,1,69.7,64.4,72.5,,49.0,55.7,65.7,60.0,10,0,0,0,5,6,0,0,0,5,0,25,12.0,2.4,5.0,0.0,4,14
Thomas Gotkowski,184081,QB,MIAMI OH,1,5,0,1,35.3,18,0,35,0,0,0,4.0,0.0,2,1,221,1,1,28.8,70.5,76.3,63.1,,,72.7,60.0,18,0,0,0,0,31,16,2,0,3,0,51,4.0,0.8,10.2,,2,14
Clayton Coppock Jr.,198608,WR,KENNESAW,1,5,1,0,0.0,0,0,10,0,0,1,8.0,20.0,0,0,200,0,5,70.5,57.7,76.8,,,58.5,57.2,59.8,5,0,9,3,22,30,0,0,5,8,1,10,8.0,1.6,2.0,0.41,0,14
Michael Allen,157405,HB,MARSHALL,1,5,1,0,0.0,0,0,16,0,0,1,11.0,36.7,0,0,214,0,2,69.9,70.3,72.5,,79.3,61.5,68.3,60.0,7,0,4,1,3,6,0,0,1,6,0,16,11.0,2.2,3.2,1.33,3,14
Jordan McDonald,158449,HB,BOSTON COL,1,5,0,0,0.0,0,0,28,0,0,0,8.0,0.0,1,2,121,0,4,70.7,70.0,71.5,,,69.4,68.6,60.0,14,0,5,1,8,7,0,0,1,6,2,28,8.0,1.6,5.6,0.63,1,14
Gaston Moore,123756,QB,USF,1,5,0,0,0.0,0,0,15,0,0,0,6.0,0.0,0,2,327,0,3,69.7,68.7,71.8,62.7,,,65.6,60.0,8,0,0,0,0,12,0,0,0,5,0,15,6.0,1.2,3.0,,0,14
Kaden Feagin,174024,HB,ILLINOIS,1,5,0,0,0.0,0,0,13,0,1,0,9.0,30.0,0,1,187,0,1,69.9,64.0,72.8,,55.1,76.7,57.7,58.5,4,0,16,1,5,8,0,0,1,6,1,13,9.0,1.8,2.6,3.2,4,14
JoJo Earle,146588,WR,UNLV,1,5,1,0,0.0,0,0,37,0,0,1,15.0,42.9,2,0,325,0,2,70.1,77.4,75.4,,,75.5,65.6,59.9,11,0,43,2,5,12,0,0,2,7,0,37,15.0,3.0,7.4,8.6,3,14
Walker Howard,157112,QB,LA LAFAYET,1,5,3,1,60.6,20,0,31,0,0,3,15.0,281.3,1,1,207,0,1,69.1,65.1,72.4,63.7,,,61.9,60.0,20,0,0,0,0,10,2,1,0,4,0,33,16.0,3.2,6.6,,3,14
Rahsul Faison,176482,HB,S CAROLINA,1,5,2,1,43.2,16,0,37,0,0,2,33.0,220.0,1,1,289,0,3,69.9,66.0,76.5,,77.6,57.8,69.9,59.0,16,0,12,1,30,8,0,0,1,6,0,37,33.0,6.6,7.4,0.4,2,14
Brendan Sullivan,145034,QB,TULANE,1,5,0,0,0.0,0,0,3,0,0,0,2.0,0.0,0,0,319,0,1,65.5,60.6,70.3,89.2,,60.0,48.4,60.0,8,0,0,0,1,2,15,4,0,1,0,18,16.0,3.2,3.6,0.0,0,14
Cyncir Bowers,199540,HB,W VIRGINIA,1,5,0,0,0.0,0,0,3,0,0,0,3.0,0.0,0,0,343,0,2,69.9,53.1,75.9,,75.4,53.9,54.2,55.7,2,0,4,1,18,10,0,0,3,6,0,3,3.0,0.6,0.6,0.22,3,14
Carter Smith,199578,QB,WISCONSIN,1,5,0,0,0.0,0,0,16,0,0,0,14.0,0.0,0,1,349,0,1,69.8,57.0,72.4,61.3,,,55.6,60.0,9,0,0,0,0,12,0,0,0,5,0,16,14.0,2.8,3.2,,2,14
Omiri Wiggins,183950,HB,LA TECH,1,5,3,1,51.3,20,0,39,0,0,3,36.0,432.0,2,2,208,0,2,70.1,76.8,73.5,,,56.6,77.7,58.2,20,0,0,0,3,15,0,0,0,5,0,39,36.0,7.2,7.8,0.0,3,14
Devin Miles,200045,HB,W MICHIGAN,1,5,0,0,0.0,0,0,21,0,0,0,18.0,0.0,0,0,347,0,1,71.2,59.2,68.5,,,,59.6,60.0,9,0,0,0,0,7,0,0,0,5,0,21,18.0,3.6,4.2,,4,14
Javen Jacobs,157190,HB,UTAH ST,1,5,3,2,82.6,76,0,92,0,0,3,38.0,253.3,3,3,329,0,1,70.5,85.0,77.6,,82.1,75.5,90.1,61.5,56,0,53,4,22,23,0,0,5,9,1,92,38.0,7.6,18.4,2.41,4,14
Devonte Lyons,189778,HB,FIU,1,5,1,0,0.0,0,0,6,0,0,1,12.0,48.0,0,0,166,0,2,69.7,52.6,71.9,,70.0,56.8,53.1,,4,0,0,0,5,5,0,0,0,5,0,6,12.0,2.4,1.2,0.0,3,14
Jayden Scott,183347,HB,NC STATE,1,5,2,0,0.0,0,0,27,0,0,2,22.0,146.7,0,0,248,0,0,69.9,75.0,71.5,,48.3,59.3,76.5,,7,0,8,1,6,5,0,0,1,6,0,27,22.0,4.4,5.4,1.33,5,14
Damashja Harris,150338,HB,WYOMING,1,5,2,0,0.0,0,0,17,0,0,2,17.0,113.3,1,1,351,0,4,69.9,70.3,74.3,,83.7,58.1,71.4,,11,0,-1,1,13,5,0,0,1,6,0,17,17.0,3.4,3.4,-0.08,1,14
Tailique Williams,123867,WR,W MICHIGAN,1,5,1,1,53.7,36,0,67,0,0,1,9.0,36.0,2,4,347,0,5,69.7,63.8,76.2,,,54.2,68.7,60.4,36,0,0,0,8,24,0,0,1,5,1,67,9.0,1.8,13.4,0.0,0,14
Michael Merdinger,183334,QB,LIBERTY,1,5,1,0,0.0,0,0,-5,0,0,0,3.0,0.0,1,3,206,1,1,68.8,76.2,77.5,72.2,,,69.0,60.0,20,0,0,0,0,50,29,3,0,2,1,24,9.0,1.8,4.8,,0,14
DeJuan Williams,183534,HB,MARYLAND,1,5,2,1,76.9,40,0,52,0,1,2,45.0,225.0,1,3,215,0,2,70.3,71.5,0.0,,69.2,90.0,65.3,60.0,40,1,69,7,38,6,0,0,8,12,1,52,45.0,9.0,10.4,1.82,1,14
Malik Washington,198729,QB,MARYLAND,1,5,1,0,0.0,0,0,20,0,0,1,20.0,500.0,1,1,215,0,1,71.2,71.6,77.4,72.2,,,57.7,60.0,14,0,0,0,0,11,16,3,0,2,0,36,23.0,4.6,7.2,,1,14
Ousmane Kromah,198443,HB,FLORIDA ST,1,5,1,0,0.0,0,0,27,1,0,1,14.0,56.0,2,3,167,0,1,69.7,53.9,71.2,,67.5,28.8,62.0,57.5,13,0,0,0,5,9,0,0,1,5,0,27,14.0,2.8,5.4,0.0,4,14
Blake Kendall Jr.,156711,QB,JAMES MAD,1,5,0,0,0.0,0,0,6,0,0,0,7.0,0.0,0,1,197,0,3,69.7,74.9,68.1,,,,68.5,,5,0,0,0,0,5,0,0,0,5,0,6,7.0,1.4,1.2,,0,14
Joey Aguilar,174978,QB,TENNESSEE,1,5,3,0,0.0,0,0,17,0,0,3,17.0,204.0,0,3,307,0,0,71.6,85.4,77.4,80.3,,,76.8,60.0,8,0,0,0,0,27,0,0,0,5,0,17,17.0,3.4,3.4,,3,14
Julian Sayin,183708,QB,OHIO STATE,1,5,0,0,0.0,0,0,2,0,0,0,0.0,0.0,0,3,260,0,0,70.1,82.0,77.1,76.6,,,73.1,60.0,3,0,0,0,0,46,3,1,0,4,0,5,0.0,0.0,1.0,,0,14
Braylon Braxton,144442,QB,SO MISS,1,5,0,0,0.0,0,0,-2,0,0,0,0.0,0.0,0,0,296,0,0,70.2,64.3,25.1,70.1,,,47.3,60.3,4,1,0,0,0,24,9,4,0,1,0,7,9.0,1.8,1.4,,0,14
Devin Spencer,188360,HB,ARK STATE,1,5,0,0,0.0,0,0,24,1,1,0,10.0,33.3,0,0,113,0,1,69.9,57.6,74.2,,72.7,37.6,64.2,58.1,8,0,13,1,18,10,0,0,5,6,0,24,10.0,2.0,4.8,0.72,4,14
Brandon Hood,190785,HB,UMASS,1,5,0,0,0.0,0,0,9,0,0,0,3.0,0.0,0,1,216,1,2,16.2,36.3,72.5,,5.6,57.9,40.6,57.3,4,0,0,0,4,11,0,0,0,5,0,9,3.0,0.6,1.8,0.0,3,14
Isaiah Marshall,183809,QB,KANSAS,1,5,4,0,0.0,0,0,36,0,0,4,17.0,272.0,1,1,198,0,5,69.7,80.6,68.6,,,,72.1,60.0,13,0,0,0,0,6,0,0,0,5,0,36,17.0,3.4,7.2,,0,14
Ramone Green Jr.,171449,HB,MO STATE,1,5,2,0,0.0,0,0,38,0,0,2,24.0,192.0,2,3,230,0,2,69.7,77.1,72.0,,77.8,57.1,75.8,60.0,13,0,0,0,4,6,0,0,0,5,1,38,24.0,4.8,7.6,0.0,3,14
Malachi Toney,200155,WR,MIAMI FL,1,5,1,0,0.0,0,0,30,0,3,1,15.0,66.7,1,3,220,0,1,74.8,90.0,78.2,70.1,,86.9,70.6,72.4,12,0,126,13,32,28,0,0,16,18,0,30,15.0,3.0,6.0,3.94,1,14
PaSean Wimberly,100221,HB,BOWL GREEN,1,5,3,1,47.4,18,0,38,0,0,3,29.0,348.0,2,3,122,0,3,69.7,76.1,68.4,,,,72.5,,18,0,0,0,0,5,0,0,0,5,1,38,29.0,5.8,7.6,,2,14
Taylen Green,145996,QB,ARKANSAS,1,5,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1,1,111,0,0,68.0,54.7,73.6,53.6,,,59.2,60.0,11,0,0,0,0,6,27,4,0,1,0,27,17.0,3.4,5.4,,1,14
Aidan Armenta,175731,QB,LA MONROE,1,5,0,0,0.0,0,0,29,0,0,0,5.0,0.0,2,3,209,1,1,45.1,73.0,77.2,73.0,,,60.4,60.0,10,0,0,0,0,40,0,0,0,5,0,29,5.0,1.0,5.8,,2,14
Bear Bachmeier,203434,QB,BYU,1,5,1,0,0.0,0,0,25,0,0,0,12.0,0.0,0,2,128,1,2,32.2,75.0,76.8,70.0,,,71.4,60.1,9,0,0,0,0,31,7,1,0,4,0,32,25.0,5.0,6.4,,2,14
Michael Van Buren Jr.,184764,QB,LSU,1,5,0,1,69.7,23,0,27,0,0,0,9.0,0.0,1,1,211,0,4,70.2,60.8,19.0,58.3,,80.2,61.9,60.0,23,1,0,0,2,26,6,1,0,4,0,33,9.0,1.8,6.6,0.0,0,14
Gio Lopez,172309,QB,N CAROLINA,1,5,2,0,0.0,0,0,7,0,0,2,8.0,100.0,1,0,245,0,1,69.9,71.2,74.2,70.3,,,62.8,60.0,10,1,0,0,0,9,10,1,0,4,0,17,8.0,1.6,3.4,,1,14
Miller Moss,70727,QB,LOUISVILLE,1,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2,2,210,3,0,16.7,61.7,76.9,61.9,,,57.3,60.0,13,0,0,0,0,42,23,2,0,2,1,23,1.0,0.25,5.8,,1,14
Drew Devillier,190639,QB,RICE,1,4,1,0,0.0,0,0,11,0,0,1,12.0,300.0,1,1,275,0,2,67.7,41.8,71.4,43.4,,,53.9,60.0,10,0,0,0,0,3,7,2,0,2,0,18,15.0,3.75,4.5,,0,14
Carson Smith,171016,HB,ARMY,1,4,0,0,0.0,0,0,10,0,0,0,8.0,0.0,0,1,114,0,2,68.6,56.6,76.3,,49.3,60.0,61.2,52.1,4,0,0,0,1,27,0,0,0,4,0,10,8.0,2.0,2.5,0.0,1,14
Jacob Clark,101628,QB,MO STATE,1,4,0,0,0.0,0,0,3,0,0,0,3.0,0.0,1,3,230,0,1,70.0,77.0,20.2,74.9,,,70.9,60.0,10,1,0,0,0,21,15,2,0,2,0,18,10.0,2.5,4.5,,0,14
Angel Johnson,148226,HB,WASH STATE,1,4,6,1,78.1,50,0,64,0,0,6,63.0,1890.0,2,3,341,0,2,68.9,78.7,71.5,,,68.5,77.7,57.4,50,0,10,1,5,7,0,0,1,5,1,64,63.0,15.75,16.0,2.0,2,14
Champ Hampton,176615,HB,STANFORD,1,4,1,0,0.0,0,0,5,0,0,1,6.0,37.5,0,1,300,0,2,68.6,58.7,72.1,,81.4,57.3,57.1,60.0,3,0,0,0,3,5,0,0,0,4,0,5,6.0,1.5,1.3,0.0,2,14
Xay Davis,200274,HB,VIRGINIA,1,4,0,0,0.0,0,0,20,0,0,0,10.0,0.0,0,1,335,0,0,68.6,74.8,69.4,,,,71.6,60.0,7,0,0,0,0,6,0,0,0,4,0,20,10.0,2.5,5.0,,4,14
Scotty Fox Jr.,199546,QB,W VIRGINIA,1,4,0,0,0.0,0,0,-1,0,0,0,4.0,0.0,0,0,343,0,0,69.7,42.8,74.5,44.1,,54.3,54.8,60.0,9,0,0,0,1,8,9,1,0,3,0,8,8.0,2.0,2.0,0.0,3,14
Ryan Browne,174949,QB,PURDUE,1,4,0,0,0.0,0,0,-3,0,0,0,0.0,0.0,0,0,273,1,1,39.1,55.7,77.1,62.5,,,36.0,60.0,2,0,0,0,0,22,5,3,0,1,0,2,1.0,0.25,0.5,,0,14
Antonio Martin,156308,HB,KANSAS ST,1,4,1,0,0.0,0,0,9,0,0,1,8.0,50.0,0,0,199,0,4,68.6,57.8,72.3,,,55.8,59.1,60.0,8,0,0,0,3,6,0,0,0,4,0,9,8.0,2.0,2.3,0.0,0,14
Duane Thomas Jr.,175797,WR,UCF,1,4,0,0,0.0,0,0,17,0,0,0,7.0,0.0,0,0,323,0,3,69.7,60.2,76.4,28.7,,64.3,65.4,81.0,9,0,74,4,27,8,0,0,5,8,0,17,7.0,1.75,4.3,2.74,0,14
CJ Carr,184093,QB,NOTRE DAME,1,4,1,0,0.0,0,0,2,0,0,0,1.0,0.0,0,1,258,0,0,68.8,78.2,76.0,77.5,,,63.2,60.0,7,0,0,0,0,26,13,3,0,1,0,15,6.0,1.5,3.8,,0,14
Gavin Sawchuk,158088,HB,FLORIDA ST,1,4,0,0,0.0,0,0,7,1,0,0,5.0,0.0,0,2,167,0,1,68.9,54.1,74.3,,65.7,42.4,57.8,58.0,3,0,7,1,13,10,0,0,2,5,0,7,5.0,1.25,1.8,0.54,3,14
Malachi Thomas,144107,HB,PURDUE,1,4,0,0,0.0,0,0,6,0,0,0,4.0,0.0,0,0,273,0,1,69.2,55.7,71.2,,74.9,74.8,51.0,,2,0,6,2,6,4,0,0,3,6,0,6,4.0,1.0,1.5,1.0,3,14
Jackson Acker,145157,FB,WISCONSIN,1,4,1,0,0.0,0,0,20,0,0,1,11.0,55.0,1,2,349,0,1,68.9,77.3,74.1,,75.7,86.5,69.6,64.8,12,0,1,1,3,12,0,0,1,5,0,20,11.0,2.75,5.0,0.33,1,14
Carson Beck,124010,QB,MIAMI FL,1,4,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,220,0,0,69.6,60.3,77.6,64.0,,55.8,51.3,60.4,6,0,0,0,3,34,6,2,1,2,0,6,1.0,0.25,1.5,0.0,1,14
Makhilyn Young,156935,HB,VANDERBILT,1,4,0,0,0.0,0,0,15,0,1,0,8.0,33.3,0,2,333,0,2,69.2,71.1,76.7,,18.6,68.0,68.8,75.4,7,0,39,2,9,14,0,0,2,6,1,15,8.0,2.0,3.8,4.33,2,14
Blake Barnett,183896,QB,KANSAS ST,1,4,1,0,0.0,0,0,13,0,0,1,12.0,75.0,0,1,199,0,4,68.6,64.4,67.4,,,,62.5,,5,0,0,0,0,4,0,0,0,4,0,13,12.0,3.0,3.3,,0,14
Deion DeBlanc,200073,WR,WYOMING,1,4,0,0,0.0,0,0,5,1,2,0,8.0,50.0,0,0,351,0,0,69.7,60.9,77.8,,,64.7,52.3,60.3,4,0,39,4,30,21,0,0,6,8,0,5,8.0,2.0,1.3,1.3,4,14
Keyone Jenkins,170403,QB,FIU,1,4,1,0,0.0,0,0,0,0,0,0,,100.0,1,2,166,0,0,68.2,68.5,76.3,65.8,,,65.0,60.0,42,0,0,0,0,27,58,4,0,0,1,58,42.0,10.5,14.5,,0,14
Christian Vaughn,184181,HB,HAWAII,1,4,0,0,0.0,0,0,17,0,0,0,9.0,0.0,0,2,180,0,0,68.6,67.3,69.4,,,58.7,66.5,60.0,7,0,0,0,2,6,0,0,0,4,0,17,9.0,2.25,4.3,0.0,4,14
Cade Harris,157896,WR,AIR FORCE,1,4,0,0,0.0,0,0,21,0,0,0,9.0,0.0,0,1,101,0,1,68.6,66.1,76.2,,,57.1,70.5,54.7,8,0,0,0,4,42,0,0,0,4,0,21,9.0,2.25,5.3,0.0,1,14
EJ Smith,131782,HB,TEXAS A&M,1,4,3,0,0.0,0,0,27,0,0,3,22.0,412.5,2,2,312,0,1,68.6,64.3,71.3,,78.9,56.0,64.0,,13,0,0,0,7,4,0,0,0,4,1,27,22.0,5.5,6.8,0.0,3,14
Drake Lindsey,184727,QB,MINNESOTA,1,4,0,0,0.0,0,0,-10,0,0,0,0.0,0.0,0,0,225,0,0,69.6,72.6,76.2,73.7,,,58.2,60.1,2,0,0,0,0,30,2,1,0,3,0,-8,9.0,2.25,-2.0,,0,14
Adam Damante,170711,QB,NEW MEX ST,1,4,0,0,0.0,0,1,1,0,0,0,1.0,0.0,1,3,242,0,0,70.9,60.5,77.3,55.4,,,75.7,60.0,13,1,0,0,0,25,13,1,0,3,1,14,1.0,0.25,3.5,,0,14
Malik Sherrod,128189,HB,BOISE ST,1,4,2,0,0.0,0,0,16,1,0,2,1.0,5.0,1,2,120,0,0,73.9,65.9,74.1,,82.9,66.3,64.0,60.0,12,0,56,6,15,5,0,0,7,10,0,16,1.0,0.25,4.0,3.73,4,14
Xavier Ward,146492,QB,S JOSE ST,1,4,0,0,0.0,0,0,0,0,0,0,,100.0,0,2,285,0,0,68.0,28.0,74.9,26.8,,,59.2,60.0,8,0,0,0,0,13,15,4,0,0,0,15,10.0,2.5,3.8,,0,14
Anthony Colandrea,170131,QB,UNLV,1,4,1,1,68.0,17,0,15,0,0,1,21.0,233.3,2,2,325,0,1,69.5,86.3,77.6,82.1,,,75.2,61.2,17,0,0,0,0,33,10,1,0,3,1,25,23.0,5.75,6.3,,0,14
KD Daniels,184419,HB,FLORIDA,1,4,0,0,0.0,0,0,9,0,0,0,6.0,0.0,0,1,163,0,2,68.6,63.7,71.6,,75.9,57.9,62.9,59.5,6,0,0,0,3,5,0,0,0,4,0,9,6.0,1.5,2.3,0.0,2,14
Zane Flores,174288,QB,OKLA STATE,1,4,0,0,0.0,0,0,-1,0,0,0,0.0,0.0,0,0,262,2,2,33.8,53.5,76.3,54.4,,,54.8,60.1,3,0,0,0,0,18,3,1,0,3,0,2,0.0,0.0,0.5,,1,14
Parker Jenkins,173047,HB,E CAROLINA,1,4,0,0,0.0,0,0,10,0,0,0,6.0,0.0,0,0,156,0,0,68.9,60.2,72.0,,,60.1,61.6,55.5,5,0,7,1,3,11,0,0,1,5,0,10,6.0,1.5,2.5,2.33,4,14
D'Andre Hardeman Jr.,199105,HB,RICE,1,4,1,0,0.0,0,0,9,0,0,1,10.0,62.5,0,0,275,1,4,16.1,42.5,73.1,,6.0,25.2,60.5,57.9,3,0,0,0,5,10,0,0,1,4,0,9,10.0,2.5,2.3,0.0,0,14
DJ Taylor,198842,HB,MIDDLE TN,1,4,2,1,83.1,64,0,77,1,0,2,69.0,862.5,1,1,224,0,1,68.6,74.6,72.2,,,30.0,87.1,58.9,64,0,0,0,9,7,0,0,1,4,1,77,69.0,17.25,19.3,0.0,3,14
Chris Jimerson Jr.,198991,QB,N TEXAS,1,4,0,0,0.0,0,0,7,0,0,0,2.0,0.0,0,0,251,0,0,68.7,65.8,69.5,60.4,,,62.7,60.0,9,0,0,0,0,7,0,0,0,4,0,7,2.0,0.5,1.8,,2,14
Kevin Jennings,158272,QB,SMU,1,4,0,0,0.0,0,0,4,0,0,0,-2.0,0.0,2,3,287,0,1,70.0,74.0,76.8,67.6,,,75.9,60.0,26,0,0,0,0,27,37,2,0,2,1,41,-2.0,-0.5,10.3,,1,14
Oliver Miles III,191351,S,TEXAS TECH,1,4,2,1,71.4,25,0,35,0,0,2,10.0,125.0,1,1,315,0,2,68.6,72.9,67.1,,,,70.7,60.0,25,0,0,0,0,5,0,0,0,4,0,35,10.0,2.5,8.8,,1,14
Jake Retzlaff,70874,QB,TULANE,1,4,0,0,0.0,0,0,-4,0,0,0,2.0,0.0,0,3,319,1,1,38.3,58.0,76.9,59.4,,60.0,54.5,60.0,3,0,0,0,1,30,0,0,0,4,2,-4,2.0,0.5,-1.0,0.0,1,14
Jayden Maiava,158135,QB,USC,1,4,0,1,87.5,21,0,24,0,0,0,5.0,0.0,1,1,326,1,2,70.3,78.3,76.0,75.6,,,67.5,60.0,21,0,0,0,0,24,0,0,0,4,0,24,5.0,1.25,6.0,,0,14
Sterling Joseph,198401,FB,FIU,1,4,2,3,99.1,111,0,112,0,0,2,39.0,487.5,3,3,166,0,0,68.6,89.0,67.8,,,,83.0,60.0,61,0,0,0,0,5,0,0,0,4,2,112,39.0,9.75,28.0,,4,14
Herschel Turner,191372,HB,NEVADA,1,4,1,1,45.7,16,0,35,0,0,1,19.0,95.0,2,2,239,0,2,68.9,56.1,0.0,,23.8,60.5,63.4,60.0,16,1,5,1,4,5,0,0,1,5,0,35,19.0,4.75,8.8,1.25,2,14
Jaden Nixon,144652,HB,UCF,1,3,1,0,0.0,0,0,9,0,0,1,11.0,91.7,0,0,323,0,2,70.0,60.5,73.5,,76.4,55.8,61.8,60.0,6,0,3,1,14,4,0,0,1,4,0,9,11.0,3.67,3.0,0.21,1,14
Enoch Nawahine,97303,HB,BYU,1,3,1,0,0.0,0,0,18,0,0,1,10.0,111.1,0,0,128,0,1,68.6,63.3,72.4,,71.9,56.4,67.6,48.9,7,0,0,0,4,13,0,0,0,3,0,18,10.0,3.33,6.0,0.0,2,14
Chandler Morris,122938,QB,VIRGINIA,1,3,3,0,0.0,0,0,8,0,0,1,0.0,0.0,1,3,335,0,0,69.5,73.7,77.6,71.0,,59.9,68.1,60.1,16,0,0,0,1,33,21,2,0,1,1,29,24.0,8.0,9.7,0.0,1,14
Max Johnson,124099,QB,N CAROLINA,1,3,0,0,0.0,0,0,0,0,0,0,,100.0,2,2,245,1,0,23.4,45.4,72.4,38.2,,,66.6,60.0,18,0,0,0,0,1,35,3,0,0,0,35,6.0,2.0,11.7,,0,14
Rocko Griffin,124350,HB,UMASS,1,3,1,1,76.9,20,0,26,0,0,1,11.0,122.2,1,2,216,0,2,67.3,64.6,71.9,,70.3,55.7,66.5,60.0,20,0,0,0,5,5,0,0,0,3,0,26,11.0,3.67,8.7,0.0,1,14
Josh Hoover,127148,QB,TCU,1,3,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,305,0,0,68.9,79.6,21.8,87.5,,54.3,54.5,60.2,0,1,0,0,1,45,0,1,0,2,0,0,0.0,0.0,0.0,0.0,0,14
Noah Kim,129623,QB,E MICHIGAN,1,3,0,0,0.0,0,0,10,0,0,0,2.0,0.0,1,1,160,2,0,38.3,69.0,77.1,71.4,,,50.4,60.2,10,0,0,0,0,23,0,0,0,3,0,10,2.0,0.67,3.3,,2,14
Joe Labas,144847,QB,C MICHIGAN,1,3,0,0,0.0,0,0,4,0,0,0,3.0,0.0,0,0,134,1,2,33.3,62.5,76.8,63.7,,57.2,55.6,60.0,3,0,0,0,1,29,0,0,0,3,0,4,3.0,1.0,1.3,0.0,1,14
Evan Pryor,145057,HB,CINCINNATI,1,3,0,0,0.0,0,0,8,1,0,0,4.0,0.0,0,0,138,0,0,68.2,54.8,73.7,,27.8,58.1,60.0,47.2,7,0,27,2,14,6,0,0,3,5,0,8,4.0,1.33,2.7,1.93,3,14
Grayson James,145214,QB,BOSTON COL,1,3,0,0,0.0,0,0,3,0,0,0,2.0,0.0,0,0,121,0,1,69.6,83.2,75.9,83.3,,,61.0,60.0,9,0,0,0,0,25,0,0,0,3,0,3,2.0,0.67,1.0,,1,14
